Sample,DNA_construct,Replicate,Candidate,verA,verB,n_obs_timepoints,total_reads,max_count,transfers_observed,freq_T3,freq_T13,s_per_cycle,se_per_cycle,r2_per_cycle,s_per_generation,se_per_generation,s_per_hour_measured,s_per_hour_nominal,monotonic,quality,estimable,sweep_winner
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B87,A196,B87,4,23,10,"3,4,6,13",0.05263157894736842,0.005025125628140704,0.01783027171592421,0.15012963753861494,0.007003270051551547,0.006895016635418786,0.04276736695354818,0.0006753890801486443,0.001783027171592421,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B151,A196,B151,1,1,1,4,0.0,0.0,0.009835846123016608,0.13947445023346008,0.002480421960275536,0.0035732887369547615,0.04070218050459584,0.0003725699289021443,0.0009835846123016608,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B137,A81,B137,1,1,1,4,0.0,0.0,0.009835846123016608,0.13947445023346008,0.002480421960275536,0.0035732887369547615,0.04070218050459584,0.0003725699289021443,0.0009835846123016608,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A96-B47,A96,B47,1,1,1,4,0.0,0.0,0.009835846123016608,0.13947445023346008,0.002480421960275536,0.0035732887369547615,0.04070218050459584,0.0003725699289021443,0.0009835846123016608,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B77,A78,B77,4,37,15,"3,4,6,13",0.03684210526315789,0.010050251256281407,-0.00433840199114042,0.19204496033779545,0.00025510146508700426,0.0013278040522712868,0.055466093606006246,-0.00016433340875531897,-0.000433840199114042,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B84,A81,B84,2,2,1,"3,4",0.005263157894736842,0.0,-0.008504423385903211,0.08147032559759967,0.005418774809858751,-0.0020919495538490912,0.02365150128024198,-0.00032213724946603074,-0.0008504423385903211,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B123,A196,B123,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B30,A196,B30,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A63-B117,A63,B117,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A63-B147,A63,B147,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A63-B151,A63,B151,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B103,A78,B103,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B140,A81,B140,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A96-B79,A96,B79,1,2,2,3,0.010526315789473684,0.0,-0.03051903477836267,0.06587221191092489,0.09692401426613306,-0.009389005988038622,0.018885840139330843,-0.0011560240446349497,-0.003051903477836267,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A90-B155,A90,B155,3,5,2,"3,4,6",0.010526315789473684,0.0,-0.03693135374917157,0.09848018360377844,0.06569770171389144,-0.009456302636778281,0.02859471533637118,-0.0013989149147413476,-0.0036931353749171574,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B27,A196,B27,3,8,3,"3,4,6",0.015789473684210527,0.0,-0.03963848075909235,0.12595077846909433,0.04718571634734492,-0.00949594839458862,0.03636964204296643,-0.0015014576045110739,-0.0039638480759092345,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A153-B30,A153,B30,2,3,2,"3,4",0.010526315789473684,0.0,-0.04428892037467653,0.053135905251950166,0.25780971962543464,-0.012863187020686348,0.015341604581741098,-0.001677610620252899,-0.0044288920374676525,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B8,A196,B8,1,2,2,4,0.0,0.0,-0.052660412144227293,0.19373445020686447,0.035626255694991005,-0.014520754655835785,0.05672769187523672,-0.001994712581220731,-0.0052660412144227295,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B18,A81,B18,2,4,2,"3,4",0.010526315789473684,0.0,-0.06167560306514563,0.11542002512000492,0.12493265320137403,-0.017259427317887877,0.03355810357810361,-0.002336197085800971,-0.006167560306514563,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A152-B110,A152,B110,1,3,3,3,0.015789473684210527,0.0,-0.07225336005664687,0.09133287359141652,0.2383383573679937,-0.021645611916755382,0.02601688551886301,-0.002736869699115412,-0.007225336005664687,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A152-B151,A152,B151,1,3,3,3,0.015789473684210527,0.0,-0.07225336005664687,0.09133287359141652,0.2383383573679937,-0.021645611916755382,0.02601688551886301,-0.002736869699115412,-0.007225336005664687,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A176-B120,A176,B120,1,3,3,3,0.015789473684210527,0.0,-0.07225336005664687,0.09133287359141652,0.2383383573679937,-0.021645611916755382,0.02601688551886301,-0.002736869699115412,-0.007225336005664687,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B40,A81,B40,1,3,3,3,0.015789473684210527,0.0,-0.07225336005664687,0.09133287359141652,0.2383383573679937,-0.021645611916755382,0.02601688551886301,-0.002736869699115412,-0.007225336005664687,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A96-B87,A96,B87,1,3,3,3,0.015789473684210527,0.0,-0.07225336005664687,0.09133287359141652,0.2383383573679937,-0.021645611916755382,0.02601688551886301,-0.002736869699115412,-0.007225336005664687,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B27,A81,B27,2,5,4,"3,6",0.021052631578947368,0.0,-0.07584414750286511,0.09585278543761115,0.23841060300297812,-0.02188332601715027,0.027405831743906633,-0.002872884375108527,-0.007584414750286511,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B59,A196,B59,3,10,6,"3,4,6",0.005263157894736842,0.0,-0.07749692680436734,0.2698089773206103,0.03961604091251558,-0.01929674157313218,0.07826462297156925,-0.0029354896516805814,-0.007749692680436735,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B70,A78,B70,2,5,3,"3,4",0.015789473684210527,0.0,-0.0857015674779726,0.09145087102289132,0.3051253597433673,-0.024521390620067564,0.026513638237849236,-0.00324627149537775,-0.00857015674779726,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B151,A78,B151,4,24,11,"3,4,6,13",0.05789473684210526,0.005025125628140704,-0.08679949465304448,0.09101218916144753,0.3126127805214294,-0.024205747570029214,0.026541296284436085,-0.003287859645948655,-0.008679949465304449,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A153-B6,A153,B6,2,6,4,"3,4",0.010526315789473684,0.0,-0.09258368364795855,0.21556639576793676,0.08444273815721037,-0.025094384789996326,0.06280867169522135,-0.003506957713937824,-0.009258368364795854,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B51,A81,B51,1,3,3,4,0.0,0.0,-0.09769558489380444,0.2303866162238599,0.08249259484550786,-0.02757597064260236,0.06755309268375773,-0.003700590336886532,-0.009769558489380444,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A90-B151,A90,B151,2,6,5,"3,6",0.02631578947368421,0.0,-0.10466368107341992,0.1037035588297705,0.33744172159143293,-0.030334467157116705,0.029494533351456343,-0.0039645333739931786,-0.010466368107341991,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A196-B122,A196,B122,1,4,4,3,0.021052631578947368,0.0,-0.10486798629352913,0.11022230906074643,0.3115803743020087,-0.031197935904486263,0.03129334083643359,-0.003972272208088224,-0.010486798629352912,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A90-B120,A90,B120,1,5,5,3,0.02631578947368421,0.0,-0.1314737119243208,0.12521878173782594,0.35533764281364655,-0.03897893337518159,0.03547700607538106,-0.004980064845618213,-0.01314737119243208,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B171,A78,B171,2,6,5,"3,4",0.02631578947368421,0.0,-0.13147371192432084,0.08406093246115894,0.5501762443979463,-0.03878961383109308,0.023471492383093807,-0.004980064845618214,-0.013147371192432084,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B171,A81,B171,2,7,6,"3,4",0.031578947368421054,0.0,-0.15353674599620848,0.0993842722921976,0.5440715617441647,-0.04531400852705393,0.027717928827917317,-0.0058157858331897155,-0.015353674599620847,True,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B137,A78,B137,3,12,8,"3,4,6",0.042105263157894736,0.0,-0.1690461615910191,0.03141990754093201,0.9353729991134327,-0.04851285236921716,0.008306669443865588,-0.006403263696629511,-0.01690461615910191,True,good,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B84,A78,B84,1,7,7,3,0.03684210526315789,0.0,-0.1731627202793455,0.1482687373560612,0.40546704278501855,-0.05115754919418169,0.0419021642380667,-0.006559193949975209,-0.01731627202793455,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B75,A81,B75,1,8,8,3,0.042105263157894736,0.0,-0.1900898221547119,0.15753599557211279,0.42129447179041357,-0.05609931540118305,0.04448448592394353,-0.007200372051314845,-0.01900898221547119,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B26,A78,B26,4,38,25,"3,4,6,13",0.02962962962962963,0.10416666666666667,0.2613795529537483,0.03290120263535385,0.9692842258904529,0.076349108026434,0.010172343141100862,0.009900740642187437,0.026137955295374833,False,high,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A84-B174,A84,B174,1,1,1,13,0.0,0.004166666666666667,0.2033636967577174,0.017908652322848766,0.9847269846122629,0.05934908729843288,0.005908506341014265,0.00770317033173172,0.02033636967577174,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A89-B174,A89,B174,1,1,1,13,0.0,0.004166666666666667,0.2033636967577174,0.017908652322848766,0.9847269846122629,0.05934908729843288,0.005908506341014265,0.00770317033173172,0.02033636967577174,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B174,A81,B174,4,322,197,"3,4,6,13",0.007407407407407408,0.8208333333333333,0.16566253845883375,0.09017405487548508,0.627913243159707,0.049638649233015184,0.02665891272504038,0.006275096153743703,0.016566253845883373,True,good,True,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B18,A196,B18,3,11,8,"3,4,6",0.014814814814814815,0.0,0.1003585588001011,0.310314957921325,0.04969758106908173,0.03288279746243658,0.08777770526050113,0.00380146056060989,0.01003585588001011,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A20-B66,A20,B66,4,13,4,"3,4,6,13",0.02962962962962963,0.016666666666666666,0.09894931625950137,0.04457358368344842,0.7113162984542282,0.028589941350712196,0.013229377720941994,0.003748080161344749,0.009894931625950138,False,good,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A113-B174,A113,B174,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A176-B154,A176,B154,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B139,A196,B139,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A38-B128,A38,B128,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B41,A81,B41,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A90-B103,A90,B103,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A97-B174,A97,B174,1,1,1,6,0.0,0.0,0.063658105999145,0.1331803006806049,0.10252288769971485,0.019910356711848324,0.03854439131303369,0.0024112918939070077,0.0063658105999144995,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A153-B30,A153,B30,4,47,17,"3,4,6,13",0.08888888888888889,0.041666666666666664,0.04926633846146133,0.02897266765317206,0.5911276921740698,0.014269227810981822,0.008520199446667502,0.0018661491841462626,0.004926633846146133,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B101,A78,B101,1,2,2,6,0.0,0.0,0.048427935259690934,0.21085081898089195,0.025698322587468514,0.01655934565137798,0.061280579197769774,0.0018343914871095052,0.0048427935259690936,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A83-B84,A83,B84,3,5,3,"3,4,6",0.007407407407407408,0.0,0.027499138085279536,0.17564583090013663,0.012107160884670343,0.01013046851283264,0.05045031113479293,0.0010416340183818007,0.0027499138085279535,False,fair,True,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A153-B101,A153,B101,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A193-B11,A193,B11,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B6,A196,B6,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A20-B71,A20,B71,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A83-B101,A83,B101,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A83-B137,A83,B137,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A90-B3,A90,B3,1,1,1,4,0.0,0.0,0.009544611482457614,0.08118730583079324,0.006863085031063032,0.0030294916580352023,0.02369380058910527,0.0003615383137294551,0.0009544611482457614,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A153-B27,A153,B27,1,1,1,3,0.007407407407407408,0.0,-0.020789789318077793,0.09150145359094855,0.0251620839399872,-0.0067980387997779845,0.026396770831913465,-0.0007874920196241588,-0.0020789789318077794,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A169-B27,A169,B27,1,1,1,3,0.007407407407407408,0.0,-0.020789789318077793,0.09150145359094855,0.0251620839399872,-0.0067980387997779845,0.026396770831913465,-0.0007874920196241588,-0.0020789789318077794,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B132,A81,B132,1,1,1,3,0.007407407407407408,0.0,-0.020789789318077793,0.09150145359094855,0.0251620839399872,-0.0067980387997779845,0.026396770831913465,-0.0007874920196241588,-0.0020789789318077794,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A89-B27,A89,B27,1,1,1,3,0.007407407407407408,0.0,-0.020789789318077793,0.09150145359094855,0.0251620839399872,-0.0067980387997779845,0.026396770831913465,-0.0007874920196241588,-0.0020789789318077794,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A96-B87,A96,B87,1,1,1,3,0.007407407407407408,0.0,-0.020789789318077793,0.09150145359094855,0.0251620839399872,-0.0067980387997779845,0.026396770831913465,-0.0007874920196241588,-0.0020789789318077794,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A143-B6,A143,B6,1,2,2,4,0.0,0.0,-0.04545719686308298,0.1344394423405145,0.05407288916856745,-0.012873804615800859,0.03935412079544071,-0.001721863517541022,-0.004545719686308298,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A90-B70,A90,B70,1,2,2,4,0.0,0.0,-0.04545719686308298,0.1344394423405145,0.05407288916856745,-0.012873804615800859,0.03935412079544071,-0.001721863517541022,-0.004545719686308298,False,none,False,False
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B137,A78,B137,3,8,3,"3,4,6",0.022222222222222223,0.0,-0.05604756533705815,0.1094618526557904,0.11589430786429722,-0.015110822013208144,0.03150587684981894,-0.00212301383852493,-0.0056047565337058155,False,fair,True,False
