lineage,genotype,context,transfer,copy_number,ln_cn
TFMN4.exp1.fbaWT-tpiAWT.5,fbaWT-tpiAWT,TFMN4 exp1,9,2.091,0.7376424204464966
TFMN4.exp1.fbaWT-tpiAWT.5,fbaWT-tpiAWT,TFMN4 exp1,30,3.483,1.2478939913838643
TFMN4.exp1.fbaWT.1,fbaWT,TFMN4 exp1,8,0.954,-0.04709160753385057
TFMN4.exp1.fbaWT.1,fbaWT,TFMN4 exp1,9,1.573,0.45298462407614076
TFMN4.exp1.fbaWT.1,fbaWT,TFMN4 exp1,30,4.588,1.5234441992671244
TFMN4.exp1.fbaWT.2,fbaWT,TFMN4 exp1,8,1.051,0.04974209189481401
TFMN4.exp1.fbaWT.2,fbaWT,TFMN4 exp1,9,1.509,0.41144717978571177
TFMN4.exp1.fbaWT.2,fbaWT,TFMN4 exp1,30,4.31,1.4609379041156563
TFMN4.exp1.fbaWT.3,fbaWT,TFMN4 exp1,8,1.021,0.02078253918252841
TFMN4.exp1.fbaWT.3,fbaWT,TFMN4 exp1,9,1.505,0.40879289820083897
TFMN4.exp1.fbaWT.3,fbaWT,TFMN4 exp1,30,1.867,0.6243328645595856
TFMN4.exp1.fbaWT.4,fbaWT,TFMN4 exp1,8,1.033,0.03246719013750141
TFMN4.exp1.fbaWT.4,fbaWT,TFMN4 exp1,9,1.315,0.27383666562972786
TFMN4.exp1.fbaWT.4,fbaWT,TFMN4 exp1,30,0.968,-0.03252319170556006
TFMN4.exp1.fbaWT.5,fbaWT,TFMN4 exp1,8,1.101,0.0962188577405429
TFMN4.exp1.fbaWT.5,fbaWT,TFMN4 exp1,9,1.437,0.3625576070968879
TFMN4.exp1.fbaWT.5,fbaWT,TFMN4 exp1,30,3.948,1.3732091215712352
TFMN4.exp1.tpiAMUT.1,tpiAMUT,TFMN4 exp1,8,0.893,-0.11316869810563798
TFMN4.exp1.tpiAMUT.1,tpiAMUT,TFMN4 exp1,9,1.049,0.04783732941416006
TFMN4.exp1.tpiAMUT.1,tpiAMUT,TFMN4 exp1,30,0.887,-0.11991029667255755
TFMN4.exp1.tpiAMUT.2,tpiAMUT,TFMN4 exp1,8,0.724,-0.3229638865964207
TFMN4.exp1.tpiAMUT.2,tpiAMUT,TFMN4 exp1,9,0.753,-0.2836900511822435
TFMN4.exp1.tpiAMUT.2,tpiAMUT,TFMN4 exp1,30,0.902,-0.10314075891951337
TFMN4.exp1.tpiAMUT.3,tpiAMUT,TFMN4 exp1,8,0.823,-0.1947990783050673
TFMN4.exp1.tpiAMUT.3,tpiAMUT,TFMN4 exp1,9,0.776,-0.25360275879891825
TFMN4.exp1.tpiAMUT.3,tpiAMUT,TFMN4 exp1,30,0.969,-0.03149066709137085
TFMN4.exp1.tpiAMUT.4,tpiAMUT,TFMN4 exp1,8,0.83,-0.18632957819149348
TFMN4.exp1.tpiAMUT.4,tpiAMUT,TFMN4 exp1,9,0.853,-0.15899573149045795
TFMN4.exp1.tpiAMUT.4,tpiAMUT,TFMN4 exp1,30,0.839,-0.1755445725149309
TFMN4.exp1.tpiAMUT.5,tpiAMUT,TFMN4 exp1,8,0.839,-0.1755445725149309
TFMN4.exp1.tpiAMUT.5,tpiAMUT,TFMN4 exp1,9,0.909,-0.09541018480465818
TFMN4.exp1.tpiAMUT.5,tpiAMUT,TFMN4 exp1,30,0.946,-0.05551270993025883
TFMN4.exp1.tpiAWT.1,tpiAWT,TFMN4 exp1,8,0.955,-0.046043938501406846
TFMN4.exp1.tpiAWT.1,tpiAWT,TFMN4 exp1,9,1.423,0.35276731910771536
TFMN4.exp1.tpiAWT.1,tpiAWT,TFMN4 exp1,30,4.144,1.421661504957182
TFMN4.exp1.tpiAWT.2,tpiAWT,TFMN4 exp1,8,1.104,0.09893994785490365
TFMN4.exp1.tpiAWT.2,tpiAWT,TFMN4 exp1,9,1.441,0.3653373170173851
TFMN4.exp1.tpiAWT.2,tpiAWT,TFMN4 exp1,30,3.364,1.2131307421107016
TFMN4.exp1.tpiAWT.3,tpiAWT,TFMN4 exp1,8,0.889,-0.11765804346823246
TFMN4.exp1.tpiAWT.3,tpiAWT,TFMN4 exp1,9,1.407,0.34145977813225203
TFMN4.exp1.tpiAWT.3,tpiAWT,TFMN4 exp1,30,1.172,0.1587116911548208
TFMN4.exp1.tpiAWT.4,tpiAWT,TFMN4 exp1,8,1.045,0.04401688541677426
TFMN4.exp1.tpiAWT.4,tpiAWT,TFMN4 exp1,9,1.713,0.5382462193419829
TFMN4.exp1.tpiAWT.4,tpiAWT,TFMN4 exp1,30,4.171,1.4281558152148082
TFMN4.exp1.tpiAWT.5,tpiAWT,TFMN4 exp1,8,1.119,0.11243542932978817
TFMN4.exp1.tpiAWT.5,tpiAWT,TFMN4 exp1,9,1.556,0.4421184257561999
TFMN4.exp1.tpiAWT.5,tpiAWT,TFMN4 exp1,30,2.096,0.7400307664587957
TFMN1.noDNA.2,noDNA,control (noDNA),1,0.705,-0.34955747616986843
TFMN1.noDNA.2,noDNA,control (noDNA),5,1.552,0.43954442176102704
TFMN1.noDNA.2,noDNA,control (noDNA),10,1.877,0.6296747576043717
TFMN1.noDNA.2,noDNA,control (noDNA),11,1.796,0.5855619698800079
TFMN1.noDNA.2,noDNA,control (noDNA),11,2.979,1.0915876737311452
TFMN1.noDNA.2,noDNA,control (noDNA),11,3.197,1.1622128700777044
TFMN1.noDNA.2,noDNA,control (noDNA),12,1.839,0.609221945622184
TFMN1.noDNA.2,noDNA,control (noDNA),20,2.321,0.8419981272923001
TFMN1.noDNA.2,noDNA,control (noDNA),20,3.079,1.1246048689423633
TFMN1.noDNA.2,noDNA,control (noDNA),20,2.88,1.0577902941478545
TFMN1.noDNA.2,noDNA,control (noDNA),32,2.17,0.7747271675523681
TFMN1.noDNA.2,noDNA,control (noDNA),32,2.139,0.7603384301002685
TFMN1.noDNA.2,noDNA,control (noDNA),32,2.317,0.8402732454502392
TFMN1.noDNA.5,noDNA,control (noDNA),1,0.67,-0.40047756659712525
TFMN1.noDNA.5,noDNA,control (noDNA),5,0.686,-0.3768776512562517
TFMN4.exp1.noDNA.1,noDNA,control (noDNA),9,1.482,0.39339252687389514
TFMN4.exp1.noDNA.1,noDNA,control (noDNA),30,3.863,1.3514440836841441
TFMN4.exp1.noDNA.2,noDNA,control (noDNA),9,1.221,0.1996701951285677
TFMN4.exp1.noDNA.2,noDNA,control (noDNA),30,2.047,0.7163753066791525
TFMN4.exp1.noDNA.3,noDNA,control (noDNA),9,1.204,0.18564934688662926
TFMN4.exp1.noDNA.3,noDNA,control (noDNA),30,2.489,0.911881023385455
TFMN4.exp1.noDNA.4,noDNA,control (noDNA),9,1.217,0.19638881400539018
TFMN4.exp1.noDNA.4,noDNA,control (noDNA),30,4.974,1.604224345381213
TFMN4.exp1.noDNA.5,noDNA,control (noDNA),9,1.184,0.16889853646181388
TFMN4.exp1.noDNA.5,noDNA,control (noDNA),30,2.585,0.9497255079603925
