Sample,DNA_construct,Replicate,Candidate,verA,verB,n_obs_timepoints,transfers_observed,total_reads,logA_init,r_init_per_cycle,r_final_per_cycle,breakpoint_transfer,r_init_per_generation,r_final_per_generation,r_init_per_hour_measured,r_final_per_hour_measured,model_selected,direction,unconstrained_direction,breakpoint_testable,rel_rate_change,abs_rate_change,delta_bic,r2_selected,r2_constant,r2_two_phase,wrss_constant,wrss_two_phase,s_constant_per_cycle,freq_init,freq_final,estimable
B4_p_bcfr,pyruvate,bcfr,A196-B27,A196,B27,3,"3,4,13",227,3.4698,-0.0672,-0.0672,,-0.0116,-0.0116,-0.00254,-0.00254,constant,constant,none,False,,,,0.0402,0.0402,,29.84597,,-0.0672,0.02556,0.00057,True
B4_p_bcfr,pyruvate,bcfr,A196-B30,A196,B30,2,"3,4",55,2.0721,-0.0299,-0.0299,,0.0016,0.0016,-0.00113,-0.00113,constant,constant,none,False,,,,0.0053,0.0053,,9.66142,,-0.0299,0.00582,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B59,A196,B59,2,"3,4",410,3.8304,0.4034,0.4034,,0.1195,0.1195,0.01528,0.01528,constant,constant,none,False,,,,0.3214,0.3214,,48.98937,,0.4034,0.04126,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B6,A196,B6,2,"3,4",9,0.5231,-0.0268,-0.0268,,-0.0038,-0.0038,-0.00102,-0.00102,constant,constant,none,False,,,,0.0069,0.0069,,4.45206,,-0.0268,0.00051,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B75,A196,B75,2,"3,4",3,-0.5754,0.039,0.039,,0.0131,0.0131,0.00148,0.00148,constant,constant,none,False,,,,0.08,0.08,,0.69855,,0.039,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B8,A196,B8,2,"3,4",33,1.5728,-0.0968,-0.0968,,-0.0231,-0.0231,-0.00367,-0.00367,constant,constant,none,False,,,,0.1451,0.1451,,2.91602,,-0.0968,0.00405,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B83,A196,B83,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A196-B87,A196,B87,3,"3,4,13",645,4.4997,-0.0858,-0.0858,,-0.0208,-0.0208,-0.00325,-0.00325,constant,constant,none,False,,,,0.1307,0.1307,,61.57837,,-0.0858,0.07542,0.00341,True
B4_p_bcfr,pyruvate,bcfr,A196-B91,A196,B91,2,"3,4",3,-0.5754,0.039,0.039,,0.0131,0.0131,0.00148,0.00148,constant,constant,none,False,,,,0.08,0.08,,0.69855,,0.039,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B11,A20,B11,2,"3,4",21,1.1446,-0.162,-0.162,,-0.0485,-0.0485,-0.00613,-0.00613,constant,constant,none,False,,,,0.9473,0.9473,,0.07385,,-0.162,0.00354,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B126,A20,B126,2,"3,4",12,0.636,-0.1251,-0.1251,,-0.0389,-0.0389,-0.00474,-0.00474,constant,constant,none,False,,,,0.5352,0.5352,,0.65451,,-0.1251,0.00228,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B178,A20,B178,2,"3,4",13,0.6769,-0.0603,-0.0603,,-0.0153,-0.0153,-0.00228,-0.00228,constant,constant,none,False,,,,0.1167,0.1167,,1.2858,,-0.0603,0.00152,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B30,A20,B30,2,"3,4",62,2.236,-0.2789,-0.2789,,-0.0809,-0.0809,-0.01057,-0.01057,constant,constant,none,False,,,,0.9821,0.9821,,0.08536,,-0.2789,0.01063,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B60,A20,B60,2,"3,4",3,-0.6304,0.0244,0.0244,,0.0071,0.0071,0.00092,0.00092,constant,constant,none,False,,,,0.5246,0.5246,,0.02276,,0.0244,0.00051,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B8,A20,B8,2,"3,4",4,-0.3672,-0.0088,-0.0088,,-0.0033,-0.0033,-0.00033,-0.00033,constant,constant,none,False,,,,0.0149,0.0149,,0.22498,,-0.0088,0.00076,0.0,True
B4_p_bcfr,pyruvate,bcfr,A20-B84,A20,B84,2,"3,4",22,1.1735,-0.1339,-0.1339,,-0.0384,-0.0384,-0.00507,-0.00507,constant,constant,none,False,,,,0.8437,0.8437,,0.16798,,-0.1339,0.00329,0.0,True
B4_p_bcfr,pyruvate,bcfr,A63-B117,A63,B117,2,"3,4",3,-0.6304,0.0244,0.0244,,0.0071,0.0071,0.00092,0.00092,constant,constant,none,False,,,,0.5246,0.5246,,0.02276,,0.0244,0.00051,0.0,True
B4_p_bcfr,pyruvate,bcfr,A63-B147,A63,B147,2,"3,4",10,0.412,-0.0721,-0.0721,,-0.0212,-0.0212,-0.00273,-0.00273,constant,constant,none,False,,,,0.9216,0.9216,,0.02063,,-0.0721,0.00152,0.0,True
B4_p_bcfr,pyruvate,bcfr,A63-B151,A63,B151,2,"3,4",148,3.1689,-0.4826,-0.4826,,-0.1387,-0.1387,-0.01828,-0.01828,constant,constant,none,False,,,,0.8851,0.8851,,2.28109,,-0.4826,0.02809,0.0,True
B4_p_bcfr,pyruvate,bcfr,A63-B75,A63,B75,2,"3,4",9,0.4777,-0.1154,-0.1154,,-0.0366,-0.0366,-0.00437,-0.00437,constant,constant,none,False,,,,0.2396,0.2396,,2.00797,,-0.1154,0.00202,0.0,True
B4_p_bcfr,pyruvate,bcfr,A63-B79,A63,B79,2,"3,4",14,0.8713,-0.1677,-0.1677,,-0.0528,-0.0528,-0.00635,-0.00635,constant,constant,none,False,,,,0.3596,0.3596,,2.44768,,-0.1677,0.00304,0.0,True
B4_p_bcfr,pyruvate,bcfr,A65-B8,A65,B8,2,"3,13",2,-1.2993,0.2018,0.2018,,0.0606,0.0606,0.00764,0.00764,constant,constant,none,False,,,,0.9128,0.9128,,0.31834,,0.2018,0.00025,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A78-B103,A78,B103,2,"3,4",9,0.4777,-0.1154,-0.1154,,-0.0366,-0.0366,-0.00437,-0.00437,constant,constant,none,False,,,,0.2396,0.2396,,2.00797,,-0.1154,0.00202,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B137,A78,B137,2,"3,4",260,3.4203,0.3442,0.3442,,0.1089,0.1089,0.01304,0.01304,constant,constant,none,False,,,,0.217,0.217,,44.84566,,0.3442,0.02455,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B141,A78,B141,2,"4,13",2,-1.2542,0.2031,0.2031,,0.0624,0.0624,0.00769,0.00769,constant,constant,none,False,,,,0.8319,0.8319,,0.61435,,0.2031,0.0,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A78-B142,A78,B142,2,"3,4",14,0.7408,-0.1135,-0.1135,,-0.034,-0.034,-0.0043,-0.0043,constant,constant,none,False,,,,0.984,0.984,,0.01011,,-0.1135,0.00228,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B150,A78,B150,2,"3,4",12,0.5989,-0.1047,-0.1047,,-0.0318,-0.0318,-0.00396,-0.00396,constant,constant,none,False,,,,0.8811,0.8811,,0.07067,,-0.1047,0.00202,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B151,A78,B151,3,"3,4,13",385,3.8678,-0.0077,-0.0077,,-0.0018,-0.0018,-0.00029,-0.00029,constant,constant,none,False,,,,0.0331,0.0331,,4.45971,,-0.0077,0.04885,0.00823,True
B4_p_bcfr,pyruvate,bcfr,A78-B155,A78,B155,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B171,A78,B171,2,"3,4",35,1.675,-0.2434,-0.2434,,-0.0733,-0.0733,-0.00922,-0.00922,constant,constant,none,False,,,,0.8428,0.8428,,0.59561,,-0.2434,0.00633,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B26,A78,B26,2,"3,4",26,1.3368,-0.1388,-0.1388,,-0.0391,-0.0391,-0.00526,-0.00526,constant,constant,none,False,,,,0.728,0.728,,0.37127,,-0.1388,0.0038,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B70,A78,B70,2,"3,4",17,0.9518,-0.1534,-0.1534,,-0.0469,-0.0469,-0.00581,-0.00581,constant,constant,none,False,,,,0.7744,0.7744,,0.33952,,-0.1534,0.00304,0.0,True
B4_p_bcfr,pyruvate,bcfr,A78-B77,A78,B77,3,"3,4,13",528,4.3013,0.036,0.036,,0.0127,0.0127,0.00136,0.00136,constant,constant,none,False,,,,0.0343,0.0343,,171.38979,,0.036,0.03164,0.01703,True
B4_p_bcfr,pyruvate,bcfr,A78-B84,A78,B84,2,"3,4",220,3.3995,-0.028,-0.028,,0.0009,0.0009,-0.00106,-0.00106,constant,constant,none,False,,,,0.0071,0.0071,,11.0274,,-0.028,0.02936,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B12,A81,B12,2,"3,4",39,1.8004,-0.2755,-0.2755,,-0.0836,-0.0836,-0.01044,-0.01044,constant,constant,none,False,,,,0.7642,0.7642,,1.27798,,-0.2755,0.00734,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B132,A81,B132,3,"3,4,13",239,3.4529,-0.0625,-0.0625,,-0.0194,-0.0194,-0.00237,-0.00237,constant,constant,none,False,,,,0.5221,0.5221,,4.43761,,-0.0625,0.03872,0.00369,True
B4_p_bcfr,pyruvate,bcfr,A81-B140,A81,B140,2,"3,4",43,1.9145,-0.3048,-0.3048,,-0.0929,-0.0929,-0.01154,-0.01154,constant,constant,none,False,,,,0.7087,0.7087,,2.10304,,-0.3048,0.00835,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B15,A81,B15,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B171,A81,B171,2,"3,4",40,2.004,-0.3424,-0.3424,,-0.1076,-0.1076,-0.01297,-0.01297,constant,constant,none,False,,,,0.3958,0.3958,,9.26692,,-0.3424,0.00936,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B18,A81,B18,2,"3,4",71,2.3424,-0.2096,-0.2096,,-0.057,-0.057,-0.00794,-0.00794,constant,constant,none,False,,,,0.8056,0.8056,,0.66837,,-0.2096,0.01088,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B27,A81,B27,2,"3,4",164,3.2835,-0.5205,-0.5205,,-0.1496,-0.1496,-0.01972,-0.01972,constant,constant,none,False,,,,0.8688,0.8688,,3.17203,,-0.5205,0.03164,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B3,A81,B3,3,"3,4,13",27,1.3152,-0.0643,-0.0643,,-0.0197,-0.0197,-0.00244,-0.00244,constant,constant,none,False,,,,0.7646,0.7646,,0.1763,,-0.0643,0.0043,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A81-B4,A81,B4,2,"3,4",12,0.6979,-0.1429,-0.1429,,-0.045,-0.045,-0.00541,-0.00541,constant,constant,none,False,,,,0.3609,0.3609,,1.74877,,-0.1429,0.00253,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B40,A81,B40,2,"3,4",57,2.1029,-0.1074,-0.1074,,-0.0244,-0.0244,-0.00407,-0.00407,constant,constant,none,False,,,,0.1475,0.1475,,3.95661,,-0.1074,0.00734,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B42,A81,B42,2,"3,4",23,1.2956,-0.2184,-0.2184,,-0.0677,-0.0677,-0.00827,-0.00827,constant,constant,none,False,,,,0.583,0.583,,1.73995,,-0.2184,0.00456,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B51,A81,B51,2,"3,4",34,1.61,-0.1801,-0.1801,,-0.0517,-0.0517,-0.00682,-0.00682,constant,constant,none,False,,,,0.9509,0.9509,,0.09014,,-0.1801,0.00532,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B65,A81,B65,2,"3,4",11,0.6967,-0.1431,-0.1431,,-0.0452,-0.0452,-0.00542,-0.00542,constant,constant,none,False,,,,0.2654,0.2654,,2.72703,,-0.1431,0.00253,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B75,A81,B75,2,"3,4",171,3.278,-0.3969,-0.3969,,-0.1101,-0.1101,-0.01503,-0.01503,constant,constant,none,False,,,,0.9903,0.9903,,0.12816,,-0.3969,0.03012,0.0,True
B4_p_bcfr,pyruvate,bcfr,A81-B8,A81,B8,3,"3,4,13",4031,4.9213,0.3425,0.3425,,0.1048,0.1048,0.01297,0.01297,constant,constant,none,False,,,,0.9656,0.9656,,277.74548,,0.3425,0.06277,0.84648,True
B4_p_bcfr,pyruvate,bcfr,A81-B84,A81,B84,2,"3,4",75,2.4304,-0.2999,-0.2999,,-0.0863,-0.0863,-0.01136,-0.01136,constant,constant,none,False,,,,0.985,0.985,,0.08617,,-0.2999,0.01291,0.0,True
B4_p_bcfr,pyruvate,bcfr,A83-B50,A83,B50,3,"3,4,13",31,1.4442,-0.0605,-0.0605,,-0.0175,-0.0175,-0.00229,-0.00229,constant,constant,none,False,,,,0.6545,0.6545,,0.26764,,-0.0605,0.0043,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A90-B119,A90,B119,2,"3,4",29,1.4746,-0.2073,-0.2073,,-0.0622,-0.0622,-0.00785,-0.00785,constant,constant,none,False,,,,0.9034,0.9034,,0.24167,,-0.2073,0.00506,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B120,A90,B120,3,"3,4,13",116,2.8324,-0.2311,-0.2311,,-0.0685,-0.0685,-0.00875,-0.00875,constant,constant,none,False,,,,0.948,0.948,,0.48014,,-0.2311,0.01974,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A90-B145,A90,B145,2,"3,4",96,2.6975,-0.3612,-0.3612,,-0.1042,-0.1042,-0.01368,-0.01368,constant,constant,none,False,,,,0.9437,0.9437,,0.52099,,-0.3612,0.01721,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B151,A90,B151,2,"3,4",90,2.5762,-0.2076,-0.2076,,-0.0551,-0.0551,-0.00787,-0.00787,constant,constant,none,False,,,,0.719,0.719,,1.14047,,-0.2076,0.01367,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B154,A90,B154,2,"3,4",15,0.8429,-0.1472,-0.1472,,-0.0454,-0.0454,-0.00558,-0.00558,constant,constant,none,False,,,,0.6461,0.6461,,0.58179,,-0.1472,0.00278,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B155,A90,B155,2,"3,4",107,2.8466,-0.4551,-0.4551,,-0.1341,-0.1341,-0.01724,-0.01724,constant,constant,none,False,,,,0.8155,0.8155,,3.13625,,-0.4551,0.02075,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B159,A90,B159,2,"3,4",27,1.4523,-0.2397,-0.2397,,-0.074,-0.074,-0.00908,-0.00908,constant,constant,none,False,,,,0.6196,0.6196,,1.82853,,-0.2397,0.00532,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B165,A90,B165,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B18,A90,B18,2,"3,4",5,-0.2177,-0.0121,-0.0121,,-0.0035,-0.0035,-0.00046,-0.00046,constant,constant,none,False,,,,0.5695,0.5695,,0.00487,,-0.0121,0.00076,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B47,A90,B47,2,"3,4",10,0.4372,-0.0935,-0.0935,,-0.0288,-0.0288,-0.00354,-0.00354,constant,constant,none,False,,,,0.6654,0.6654,,0.20767,,-0.0935,0.00177,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B59,A90,B59,2,"3,4",50,2.0192,-0.2598,-0.2598,,-0.0762,-0.0762,-0.00984,-0.00984,constant,constant,none,False,,,,0.9678,0.9678,,0.12921,,-0.2598,0.00861,0.0,True
B4_p_bcfr,pyruvate,bcfr,A90-B84,A90,B84,2,"3,4",7,0.08,-0.0368,-0.0368,,-0.0106,-0.0106,-0.00139,-0.00139,constant,constant,none,False,,,,0.5155,0.5155,,0.05716,,-0.0368,0.00101,0.0,True
B4_p_bcfr,pyruvate,bcfr,A93-B8,A93,B8,2,"4,13",2,-1.2542,0.2031,0.2031,,0.0624,0.0624,0.00769,0.00769,constant,constant,none,False,,,,0.8319,0.8319,,0.61435,,0.2031,0.0,0.00028,True
B4_p_bcfr,pyruvate,bcfr,A96-B127,A96,B127,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A96-B140,A96,B140,2,"3,4",12,0.636,-0.1251,-0.1251,,-0.0389,-0.0389,-0.00474,-0.00474,constant,constant,none,False,,,,0.5352,0.5352,,0.65451,,-0.1251,0.00228,0.0,True
B4_p_bcfr,pyruvate,bcfr,A96-B47,A96,B47,2,"3,4",2,-0.9365,0.0631,0.0631,,0.0194,0.0194,0.00239,0.00239,constant,constant,none,False,,,,0.6695,0.6695,,0.07738,,0.0631,0.00025,0.0,True
B4_p_bcfr,pyruvate,bcfr,A96-B75,A96,B75,2,"3,4",11,0.5204,-0.05,-0.05,,-0.0125,-0.0125,-0.00189,-0.00189,constant,constant,none,False,,,,0.0914,0.0914,,1.14009,,-0.05,0.00127,0.0,True
B4_p_bcfr,pyruvate,bcfr,A96-B79,A96,B79,2,"3,4",37,1.6955,-0.1889,-0.1889,,-0.0542,-0.0542,-0.00716,-0.00716,constant,constant,none,False,,,,0.9598,0.9598,,0.08164,,-0.1889,0.00582,0.0,True
B4_p_bcfr,pyruvate,bcfr,A96-B87,A96,B87,2,"3,4",5,-0.2177,-0.0121,-0.0121,,-0.0035,-0.0035,-0.00046,-0.00046,constant,constant,none,False,,,,0.5695,0.5695,,0.00487,,-0.0121,0.00076,0.0,True
B4_p_fbcr,pyruvate,fbcr,A132-B87,A132,B87,2,"3,4",3,-0.552,0.0324,0.0324,,0.0111,0.0111,0.00123,0.00123,constant,constant,none,False,,,,0.0579,0.0579,,0.68343,,0.0324,0.00022,0.0,True
B4_p_fbcr,pyruvate,fbcr,A143-B84,A143,B84,3,"3,4,13",565,4.0545,0.1308,0.1308,,0.0403,0.0403,0.00495,0.00495,constant,constant,none,False,,,,0.702,0.702,,70.48519,,0.1308,0.03169,0.03287,True
B4_p_fbcr,pyruvate,fbcr,A152-B100,A152,B100,3,"3,4,13",58,1.9524,0.0428,0.0428,,0.0125,0.0125,0.00162,0.00162,constant,constant,none,False,,,,0.3938,0.3938,,1.95433,,0.0428,0.00743,0.00176,True
B4_p_fbcr,pyruvate,fbcr,A152-B110,A152,B110,2,"3,4",18,1.1829,-0.2154,-0.2154,,-0.0677,-0.0677,-0.00816,-0.00816,constant,constant,none,False,,,,0.3728,0.3728,,3.8743,,-0.2154,0.0035,0.0,True
B4_p_fbcr,pyruvate,fbcr,A152-B151,A152,B151,2,"3,4",47,1.9668,-0.2277,-0.2277,,-0.0654,-0.0654,-0.00862,-0.00862,constant,constant,none,False,,,,0.9935,0.9935,,0.01942,,-0.2277,0.00656,0.0,True
B4_p_fbcr,pyruvate,fbcr,A153-B105,A153,B105,2,"3,4",5,-0.1922,-0.019,-0.019,,-0.0056,-0.0056,-0.00072,-0.00072,constant,constant,none,False,,,,0.8206,0.8206,,0.00345,,-0.019,0.00066,0.0,True
B4_p_fbcr,pyruvate,fbcr,A153-B30,A153,B30,3,"3,4,13",177,3.2523,-0.1631,-0.1631,,-0.0425,-0.0425,-0.00618,-0.00618,constant,constant,none,False,,,,0.4765,0.4765,,5.24872,,-0.1631,0.02142,0.00022,True
B4_p_fbcr,pyruvate,fbcr,A153-B6,A153,B6,3,"3,4,13",163,3.156,-0.1367,-0.1367,,-0.0369,-0.0369,-0.00518,-0.00518,constant,constant,none,False,,,,0.4721,0.4721,,5.52696,,-0.1367,0.01901,0.00044,True
B4_p_fbcr,pyruvate,fbcr,A153-B75,A153,B75,2,"3,4",5,-0.1922,-0.019,-0.019,,-0.0056,-0.0056,-0.00072,-0.00072,constant,constant,none,False,,,,0.8206,0.8206,,0.00345,,-0.019,0.00066,0.0,True
