Sample,DNA_construct,Replicate,Microtiter_plate_well,Transfer,verA,verB,Candidate,Count,depth,freq
B4_M_bcfr,4MXB,bcfr,B4,13,A143,B8,A143-B8,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A143,B84,A143-B84,442,3809,0.11604095563139932
B4_M_bcfr,4MXB,bcfr,B4,13,A143,B89,A143-B89,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A143,B92,A143-B92,2,3809,0.0005250721974271463
B4_M_bcfr,4MXB,bcfr,B4,13,A15,B84,A15-B84,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A152,B100,A152-B100,2,3809,0.0005250721974271463
B4_M_bcfr,4MXB,bcfr,B4,13,A186,B111,A186-B111,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A186,B148,A186-B148,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A186,B15,A186-B15,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A186,B79,A186-B79,759,3809,0.199264898923602
B4_M_bcfr,4MXB,bcfr,B4,13,A186,B99,A186-B99,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A196,B117,A196-B117,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A196,B59,A196-B59,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A78,B150,A78-B150,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A78,B151,A78-B151,15,3809,0.0039380414807035965
B4_M_bcfr,4MXB,bcfr,B4,13,A78,B155,A78-B155,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A78,B77,A78-B77,13,3809,0.0034129692832764505
B4_M_bcfr,4MXB,bcfr,B4,13,A78,B84,A78-B84,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A81,B132,A81-B132,20,3809,0.005250721974271462
B4_M_bcfr,4MXB,bcfr,B4,13,A81,B27,A81-B27,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A81,B3,A81-B3,3,3809,0.0007876082961407193
B4_M_bcfr,4MXB,bcfr,B4,13,A81,B8,A81-B8,2533,3809,0.6650039380414807
B4_M_bcfr,4MXB,bcfr,B4,13,A82,B77,A82-B77,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A90,B151,A90-B151,1,3809,0.00026253609871357313
B4_M_bcfr,4MXB,bcfr,B4,13,A93,B8,A93-B8,2,3809,0.0005250721974271463
B4_M_fbcr,4MXB,fbcr,B4,3,A115,B84,A115-B84,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A132,B15,A132-B15,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A143,B8,A143-B8,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A143,B84,A143-B84,383,4636,0.08261432269197584
B4_M_fbcr,4MXB,fbcr,B4,3,A145,B30,A145-B30,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A146,B137,A146-B137,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A149,B6,A149-B6,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A15,B84,A15-B84,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A152,B100,A152-B100,21,4636,0.0045297670405522
B4_M_fbcr,4MXB,fbcr,B4,3,A152,B110,A152-B110,4,4636,0.0008628127696289905
B4_M_fbcr,4MXB,fbcr,B4,3,A152,B126,A152-B126,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A152,B151,A152-B151,19,4636,0.004098360655737705
B4_M_fbcr,4MXB,fbcr,B4,3,A152,B9,A152-B9,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A153,B105,A153-B105,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A153,B30,A153-B30,61,4636,0.013157894736842105
B4_M_fbcr,4MXB,fbcr,B4,3,A153,B6,A153-B6,64,4636,0.013805004314063849
B4_M_fbcr,4MXB,fbcr,B4,3,A159,B24,A159-B24,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A159,B49,A159-B49,2,4636,0.0004314063848144953
B4_M_fbcr,4MXB,fbcr,B4,3,A159,B77,A159-B77,4,4636,0.0008628127696289905
B4_M_fbcr,4MXB,fbcr,B4,3,A162,B137,A162-B137,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A176,B33,A176-B33,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A186,B79,A186-B79,20,4636,0.004314063848144953
B4_M_fbcr,4MXB,fbcr,B4,3,A194,B117,A194-B117,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B117,A196-B117,281,4636,0.06061259706643658
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B122,A196-B122,16,4636,0.003451251078515962
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B123,A196-B123,16,4636,0.003451251078515962
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B15,A196-B15,52,4636,0.011216566005176877
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B150,A196-B150,27,4636,0.005823986194995686
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B169,A196-B169,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B171,A196-B171,101,4636,0.02178602243313201
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B2,A196-B2,60,4636,0.012942191544434857
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B27,A196-B27,146,4636,0.031492666091458156
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B30,A196-B30,20,4636,0.004314063848144953
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B59,A196-B59,162,4636,0.034943917169974116
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B6,A196-B6,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B75,A196-B75,2,4636,0.0004314063848144953
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B8,A196-B8,7,4636,0.0015099223468507334
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B85,A196-B85,1,4636,0.00021570319240724764
B4_M_fbcr,4MXB,fbcr,B4,3,A196,B87,A196-B87,366,4636,0.07894736842105263
