Seqsample,Seqorder,Microtiter_plate_well,Sample,Experiment,Plate_name,Strain,DNA_construct,Replicate,Transfer,Isolate,Transformation_library,verA,verB,Candidate,Count
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B117,A16-B117,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B137,A16-B137,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B154,A16-B154,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B3,A16-B3,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B4,A16-B4,4
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A186,B13,A186-B13,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A186,B147,A186-B147,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A186,B26,A186-B26,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A186,B3,A186-B3,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B123,A196-B123,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B136,A196-B136,4
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B152,A196-B152,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B171,A196-B171,7
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B2,A196-B2,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B27,A196-B27,8
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B4,A196-B4,4
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B51,A196-B51,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B52,A196-B52,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B75,A196-B75,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B79,A196-B79,8
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B87,A196-B87,16
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B93,A196-B93,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A20,B34,A20-B34,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A20,B71,A20-B71,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A21,B6,A21-B6,8
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A63,B6,A63-B6,7
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A63,B75,A63-B75,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A78,B137,A78-B137,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A78,B159,A78-B159,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A78,B40,A78-B40,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B117,A81-B117,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B132,A81-B132,4
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B137,A81-B137,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B165,A81-B165,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B6,A81-B6,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B91,A81-B91,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A83,B50,A83-B50,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A83,B84,A83-B84,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A90,B117,A90-B117,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A90,B18,A90-B18,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A96,B12,A96-B12,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A96,B27,A96-B27,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A12,B60,A12-B60,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A143,B117,A143-B117,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A152,B151,A152-B151,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A152,B27,A152-B27,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A153,B6,A153-B6,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A16,B117,A16-B117,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A16,B137,A16-B137,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A16,B65,A16-B65,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A16,B79,A16-B79,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A176,B59,A176-B59,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A186,B147,A186-B147,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A186,B26,A186-B26,4
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A186,B3,A186-B3,8
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B136,A196-B136,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B15,A196-B15,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B152,A196-B152,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B171,A196-B171,9
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B2,A196-B2,8
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B27,A196-B27,3
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B4,A196-B4,6
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B51,A196-B51,16
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B52,A196-B52,9
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B75,A196-B75,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B79,A196-B79,12
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A196,B87,A196-B87,24
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A20,B101,A20-B101,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A20,B71,A20-B71,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A21,B6,A21-B6,9
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A63,B147,A63-B147,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A63,B6,A63-B6,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A63,B75,A63-B75,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A78,B137,A78-B137,5
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A78,B3,A78-B3,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A78,B40,A78-B40,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A81,B11,A81-B11,1
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A81,B117,A81-B117,2
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3.T4.P,SeqCenter_2026-05-26_QUO1022807,D9,TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concY_largeLib_PCR_DpnI_cleanup,3,4,P,verABLib_large,A81,B6,A81-B6,3
