Sample,DNA_construct,Replicate,Candidate,verA,verB,n_obs_timepoints,transfers_observed,total_reads,logA_init,r_init_per_cycle,r_final_per_cycle,breakpoint_transfer,r_init_per_generation,r_final_per_generation,r_init_per_hour_measured,r_final_per_hour_measured,model_selected,direction,unconstrained_direction,breakpoint_testable,rel_rate_change,abs_rate_change,delta_bic,r2_selected,r2_constant,r2_two_phase,wrss_constant,wrss_two_phase,s_constant_per_cycle,freq_init,freq_final,estimable
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B137,A78,B137,3,"3,4,6",12,1.1919,-0.169,-0.169,,-0.0485,-0.0485,-0.0064,-0.0064,constant,constant,none,False,,,,0.9354,0.9354,,0.10845,,-0.169,0.04211,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B151,A78,B151,4,"3,4,6,13",24,1.758,-0.0868,-0.0868,,-0.0242,-0.0242,-0.00329,-0.00329,constant,constant,decelerating,True,,,,0.3126,0.3126,,2.38366,,-0.0868,0.05789,0.00503,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B171,A78,B171,2,"3,4",6,0.641,-0.1315,-0.1315,,-0.0388,-0.0388,-0.00498,-0.00498,constant,constant,none,False,,,,0.5502,0.5502,,0.67836,,-0.1315,0.02632,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B70,A78,B70,2,"3,4",5,0.461,-0.0857,-0.0857,,-0.0245,-0.0245,-0.00325,-0.00325,constant,constant,none,False,,,,0.3051,0.3051,,0.75986,,-0.0857,0.01579,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A78-B77,A78,B77,4,"3,4,6,13",37,2.2315,-0.0043,-0.0043,,0.0013,0.0013,-0.00016,-0.00016,constant,constant,decelerating,True,,,,0.0003,0.0003,,16.13697,,-0.0043,0.03684,0.01005,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B132,A81,B132,4,"3,4,6,13",12,0.8555,0.045,0.045,,0.0132,0.0132,0.0017,0.0017,constant,constant,decelerating,True,,,,0.7202,0.7202,,0.14415,,0.045,0.02632,0.01005,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B171,A81,B171,2,"3,4",7,0.7954,-0.1535,-0.1535,,-0.0453,-0.0453,-0.00582,-0.00582,constant,constant,none,False,,,,0.5441,0.5441,,0.96577,,-0.1535,0.03158,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B18,A81,B18,2,"3,4",4,0.3088,-0.0617,-0.0617,,-0.0173,-0.0173,-0.00234,-0.00234,constant,constant,none,False,,,,0.1249,0.1249,,1.159,,-0.0617,0.01053,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B27,A81,B27,2,"3,6",5,0.4842,-0.0758,-0.0758,,-0.0219,-0.0219,-0.00287,-0.00287,constant,constant,none,False,,,,0.2384,0.2384,,0.91353,,-0.0758,0.02105,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B8,A81,B8,4,"3,4,6,13",348,3.5622,0.2115,0.2115,,0.063,0.063,0.00801,0.00801,constant,constant,decelerating,True,,,,0.7281,0.7281,,92.41584,,0.2115,0.12632,0.90955,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A81-B84,A81,B84,2,"3,4",2,-0.2198,-0.0085,-0.0085,,-0.0021,-0.0021,-0.00032,-0.00032,constant,constant,none,False,,,,0.0054,0.0054,,0.53099,,-0.0085,0.00526,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A90-B151,A90,B151,2,"3,6",6,0.6687,-0.1047,-0.1047,,-0.0303,-0.0303,-0.00396,-0.00396,constant,constant,none,False,,,,0.3374,0.3374,,1.10771,,-0.1047,0.02632,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.1,concX_largeLib_SpeI,1,A90-B155,A90,B155,3,"3,4,6",5,0.3913,-0.0369,-0.0369,,-0.0095,-0.0095,-0.0014,-0.0014,constant,constant,none,False,,,,0.0657,0.0657,,0.88116,,-0.0369,0.01053,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A143-B123,A143,B123,2,"3,4",3,0.2198,-0.0923,-0.0923,,-0.0276,-0.0276,-0.0035,-0.0035,constant,constant,none,False,,,,0.3586,0.3586,,0.65796,,-0.0923,0.01481,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A153-B84,A153,B84,2,"3,4",5,0.76,-0.1695,-0.1695,,-0.0505,-0.0505,-0.00642,-0.00642,constant,constant,none,False,,,,0.4009,0.4009,,2.01112,,-0.1695,0.02963,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B11,A196,B11,4,"3,4,6,13",150,3.5922,-0.0678,-0.0678,,-0.0166,-0.0166,-0.00257,-0.00257,constant,constant,decelerating,True,,,,0.0977,0.0977,,16.36885,,-0.0678,0.28148,0.00833,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B123,A196,B123,3,"3,4,6",71,3.0848,-0.1815,-0.1815,,-0.0463,-0.0463,-0.00687,-0.00687,constant,constant,none,False,,,,0.171,0.171,,16.49174,,-0.1815,0.11111,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B132,A196,B132,3,"3,4,6",14,1.325,-0.0651,-0.0651,,-0.0172,-0.0172,-0.00246,-0.00246,constant,constant,none,False,,,,0.122,0.122,,1.88168,,-0.0651,0.03704,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B15,A196,B15,2,"3,4",4,0.449,-0.09,-0.09,,-0.0257,-0.0257,-0.00341,-0.00341,constant,constant,none,False,,,,0.2035,0.2035,,1.31067,,-0.09,0.00741,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A196-B18,A196,B18,3,"3,4,6",11,1.1005,0.1004,0.1004,,0.0329,0.0329,0.0038,0.0038,constant,constant,none,False,,,,0.0497,0.0497,,9.48139,,0.1004,0.01481,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B137,A78,B137,3,"3,4,6",8,0.8374,-0.056,-0.056,,-0.0151,-0.0151,-0.00212,-0.00212,constant,constant,none,False,,,,0.1159,0.1159,,1.23653,,-0.056,0.02222,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B75,A78,B75,2,"3,4",13,1.5239,-0.1989,-0.1989,,-0.0565,-0.0565,-0.00753,-0.00753,constant,constant,none,False,,,,0.4245,0.4245,,2.57355,,-0.1989,0.03704,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A78-B84,A78,B84,2,"3,4",5,0.6,-0.116,-0.116,,-0.0337,-0.0337,-0.0044,-0.0044,constant,constant,none,False,,,,0.4102,0.4102,,0.84645,,-0.116,0.01481,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B100,A81,B100,3,"3,4,6",9,1.095,-0.1883,-0.1883,,-0.055,-0.055,-0.00713,-0.00713,constant,constant,none,False,,,,0.7774,0.7774,,0.52435,,-0.1883,0.03704,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B127,A81,B127,3,"3,4,6",16,1.5321,-0.1493,-0.1493,,-0.042,-0.042,-0.00566,-0.00566,constant,constant,none,False,,,,0.683,0.683,,0.66198,,-0.1493,0.05185,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B174,A81,B174,4,"3,4,6,13",322,3.9697,0.1657,0.1657,,0.0496,0.0496,0.00628,0.00628,constant,constant,decelerating,True,,,,0.6279,0.6279,,63.14327,,0.1657,0.00741,0.82083,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B40,A81,B40,2,"3,4",5,0.6293,-0.1393,-0.1393,,-0.0412,-0.0412,-0.00528,-0.00528,constant,constant,none,False,,,,0.5201,0.5201,,0.81336,,-0.1393,0.02222,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A81-B66,A81,B66,3,"3,4,6",7,0.717,-0.0701,-0.0701,,-0.0192,-0.0192,-0.00265,-0.00265,constant,constant,none,False,,,,0.3863,0.3863,,0.3711,,-0.0701,0.01481,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A83-B151,A83,B151,2,"3,4",8,1.2522,-0.157,-0.157,,-0.0442,-0.0442,-0.00595,-0.00595,constant,constant,none,False,,,,0.1769,0.1769,,4.86064,,-0.157,0.00741,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A83-B84,A83,B84,3,"3,4,6",5,0.4088,0.0275,0.0275,,0.0101,0.0101,0.00104,0.00104,constant,constant,none,False,,,,0.0121,0.0121,,2.57389,,0.0275,0.00741,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A90-B75,A90,B75,2,"3,4",9,1.1762,-0.1621,-0.1621,,-0.0461,-0.0461,-0.00614,-0.00614,constant,constant,none,False,,,,0.344,0.344,,2.28624,,-0.1621,0.02222,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.2,concX_largeLib_SpeI,2,A96-B140,A96,B140,2,"3,4",5,0.6916,-0.1102,-0.1102,,-0.0313,-0.0313,-0.00418,-0.00418,constant,constant,none,False,,,,0.1897,0.1897,,2.16563,,-0.1102,0.00741,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.3,concX_largeLib_SpeI,3,A20-B151,A20,B151,4,"3,4,6,13",822,4.6739,0.0261,0.0261,,0.008,0.008,0.00099,0.00099,constant,constant,decelerating,True,,,,0.2131,0.2131,,30.10545,,0.0261,0.90909,0.69708,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.3,concX_largeLib_SpeI,3,A90-B108,A90,B108,4,"3,4,6,13",138,2.0434,0.199,0.199,,0.0585,0.0585,0.00754,0.00754,constant,constant,decelerating,True,,,,0.9725,0.9725,,2.7414,,0.199,0.0622,0.30292,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A153-B30,A153,B30,4,"3,4,6,13",22,1.5242,-0.0432,-0.0432,,-0.0104,-0.0104,-0.00164,-0.00164,constant,constant,decelerating,True,,,,0.0369,0.0369,,6.27655,,-0.0432,0.02158,0.00461,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A176-B151,A176,B151,2,"3,4",5,0.3579,-0.1435,-0.1435,,-0.0422,-0.0422,-0.00544,-0.00544,constant,constant,none,False,,,,0.6223,0.6223,,0.56812,,-0.1435,0.02158,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A196-B119,A196,B119,2,"4,6",2,-0.3893,0.0026,0.0026,,0.0021,0.0021,0.0001,0.0001,constant,constant,none,False,,,,0.0002,0.0002,,0.95986,,0.0026,0.0,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A196-B145,A196,B145,3,"4,6,13",5,0.0764,0.0438,0.0438,,0.0136,0.0136,0.00166,0.00166,constant,constant,none,False,,,,0.0943,0.0943,,1.58157,,0.0438,0.0,0.00461,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A196-B151,A196,B151,3,"3,4,6",156,2.2553,0.6679,0.6679,,0.1908,0.1908,0.0253,0.0253,constant,constant,none,False,,,,0.5743,0.5743,,58.62994,,0.6679,0.05036,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A20-B151,A20,B151,2,"3,6",3,-0.001,-0.0677,-0.0677,,-0.0195,-0.0195,-0.00256,-0.00256,constant,constant,none,False,,,,0.1596,0.1596,,1.06186,,-0.0677,0.01439,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A20-B70,A20,B70,3,"3,4,6",3,-0.21,-0.0278,-0.0278,,-0.0074,-0.0074,-0.00105,-0.00105,constant,constant,none,False,,,,0.1041,0.1041,,0.27051,,-0.0278,0.00719,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A63-B151,A63,B151,2,"3,4",15,1.436,-0.2881,-0.2881,,-0.0842,-0.0842,-0.01091,-0.01091,constant,constant,none,False,,,,0.6942,0.6942,,1.88479,,-0.2881,0.07194,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A78-B171,A78,B171,2,"3,4",20,1.8203,-0.3722,-0.3722,,-0.1096,-0.1096,-0.0141,-0.0141,constant,constant,none,False,,,,0.6035,0.6035,,4.86881,,-0.3722,0.11511,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A78-B2,A78,B2,4,"3,4,6,13",20,0.8388,0.115,0.115,,0.034,0.034,0.00436,0.00436,constant,constant,decelerating,True,,,,0.7476,0.7476,,1.64964,,0.115,0.01439,0.03226,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A81-B120,A81,B120,4,"3,4,6,13",19,1.1232,0.0413,0.0413,,0.0132,0.0132,0.00157,0.00157,constant,constant,decelerating,True,,,,0.0769,0.0769,,4.60715,,0.0413,0.02158,0.01382,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A81-B177,A81,B177,3,"3,4,6",7,0.5853,-0.1543,-0.1543,,-0.0448,-0.0448,-0.00584,-0.00584,constant,constant,none,False,,,,0.823,0.823,,0.25592,,-0.1543,0.02878,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A81-B65,A81,B65,3,"3,4,6",4,0.0457,-0.0562,-0.0562,,-0.0154,-0.0154,-0.00213,-0.00213,constant,constant,none,False,,,,0.2296,0.2296,,0.44461,,-0.0562,0.00719,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A81-B75,A81,B75,3,"3,4,6",18,1.5257,-0.2786,-0.2786,,-0.0802,-0.0802,-0.01055,-0.01055,constant,constant,none,False,,,,0.8617,0.8617,,0.76967,,-0.2786,0.07914,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A81-B84,A81,B84,4,"3,4,6,13",15,1.1527,-0.0677,-0.0677,,-0.0188,-0.0188,-0.00256,-0.00256,constant,constant,decelerating,True,,,,0.1778,0.1778,,2.58141,,-0.0677,0.02158,0.00461,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A83-B151,A83,B151,4,"3,4,6,13",109,3.2294,-0.0948,-0.0948,,-0.0269,-0.0269,-0.00359,-0.00359,constant,constant,decelerating,True,,,,0.1449,0.1449,,43.4473,,-0.0948,0.10791,0.04608,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A83-B40,A83,B40,3,"3,4,6",9,1.0597,-0.1688,-0.1688,,-0.0473,-0.0473,-0.0064,-0.0064,constant,constant,none,False,,,,0.2148,0.2148,,4.66118,,-0.1688,0.00719,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A90-B171,A90,B171,2,"3,4",3,-0.0607,-0.0774,-0.0774,,-0.0222,-0.0222,-0.00293,-0.00293,constant,constant,none,False,,,,0.2581,0.2581,,0.7033,,-0.0774,0.00719,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,concX_largeLib_SpeI,4,A90-B75,A90,B75,3,"3,4,6",8,0.6836,-0.1427,-0.1427,,-0.0405,-0.0405,-0.00541,-0.00541,constant,constant,none,False,,,,0.6766,0.6766,,0.47133,,-0.1427,0.02158,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A153-B30,A153,B30,3,"3,4,6",22,1.7687,-0.2215,-0.2215,,-0.0637,-0.0637,-0.00839,-0.00839,constant,constant,none,False,,,,0.6188,0.6188,,1.98258,,-0.2215,0.10286,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A153-B77,A153,B77,2,"3,4",5,0.3741,-0.0759,-0.0759,,-0.0224,-0.0224,-0.00287,-0.00287,constant,constant,none,False,,,,0.5691,0.5691,,0.20426,,-0.0759,0.02286,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A196-B117,A196,B117,2,"3,4",2,-0.279,0.0174,0.0174,,0.0056,0.0056,0.00066,0.00066,constant,constant,none,False,,,,0.0219,0.0219,,0.54103,,0.0174,0.00571,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A78-B30,A78,B30,3,"3,4,6",64,2.7995,-0.3267,-0.3267,,-0.0906,-0.0906,-0.01238,-0.01238,constant,constant,none,False,,,,0.8367,0.8367,,1.59043,,-0.3267,0.25714,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A78-B59,A78,B59,3,"3,4,6",9,0.8277,-0.0902,-0.0902,,-0.0256,-0.0256,-0.00342,-0.00342,constant,constant,none,False,,,,0.9098,0.9098,,0.04272,,-0.0902,0.03429,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A78-B75,A78,B75,3,"3,4,6",13,1.1723,-0.1022,-0.1022,,-0.0287,-0.0287,-0.00387,-0.00387,constant,constant,none,False,,,,0.4734,0.4734,,0.69695,,-0.1022,0.05143,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A78-B77,A78,B77,2,"3,4",8,0.8488,-0.0858,-0.0858,,-0.0233,-0.0233,-0.00325,-0.00325,constant,constant,none,False,,,,0.1211,0.1211,,2.50384,,-0.0858,0.02286,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A81-B145,A81,B145,2,"3,4",15,1.3974,-0.1461,-0.1461,,-0.0405,-0.0405,-0.00553,-0.00553,constant,constant,none,False,,,,0.3105,0.3105,,2.41795,,-0.1461,0.05143,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A81-B30,A81,B30,2,"3,4",11,1.1611,-0.1883,-0.1883,,-0.0556,-0.0556,-0.00713,-0.00713,constant,constant,none,False,,,,0.5128,0.5128,,1.72109,,-0.1883,0.05714,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,concX_largeLib_SpeI,5,A83-B151,A83,B151,2,"3,4",3,-0.0446,-0.0161,-0.0161,,-0.0045,-0.0045,-0.00061,-0.00061,constant,constant,none,False,,,,0.0623,0.0623,,0.168,,-0.0161,0.01143,0.0,True
