Sample,assay,Microtiter_plate_well,Transfer,verA,verB,Candidate,Count,depth,freq
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,4,A90,B38,A90-B38,1,195,0.0051282051282051
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,4,A96,B79,A96-B79,1,195,0.0051282051282051
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A143,B137,A143-B137,6,217,0.0276497695852534
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A152,B47,A152-B47,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A16,B117,A16-B117,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A16,B140,A16-B140,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A16,B145,A16-B145,3,217,0.0138248847926267
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A186,B117,A186-B117,2,217,0.0092165898617511
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A186,B62,A186-B62,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B119,A196-B119,13,217,0.0599078341013824
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B15,A196-B15,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B151,A196-B151,68,217,0.3133640552995391
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B38,A196-B38,11,217,0.0506912442396313
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B40,A196-B40,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B46,A196-B46,3,217,0.0138248847926267
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B52,A196-B52,5,217,0.0230414746543778
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A196,B84,A196-B84,19,217,0.0875576036866359
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A20,B126,A20-B126,6,217,0.0276497695852534
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A20,B6,A20-B6,12,217,0.0552995391705069
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A20,B84,A20-B84,8,217,0.0368663594470046
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A63,B79,A63-B79,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A78,B101,A78-B101,3,217,0.0138248847926267
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A78,B75,A78-B75,2,217,0.0092165898617511
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A81,B145,A81-B145,10,217,0.0460829493087557
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A81,B2,A81-B2,22,217,0.1013824884792626
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A81,B87,A81-B87,5,217,0.0230414746543778
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A83,B40,A83-B40,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A90,B26,A90-B26,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A90,B3,A90-B3,4,217,0.0184331797235023
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A90,B59,A90-B59,1,217,0.0046082949308755
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,6,A96,B79,A96-B79,5,217,0.0230414746543778
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A196,B151,A196-B151,14,210,0.0666666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A196,B38,A196-B38,4,210,0.019047619047619
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A20,B6,A20-B6,4,210,0.019047619047619
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A20,B84,A20-B84,1,210,0.0047619047619047
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A81,B130,A81-B130,1,210,0.0047619047619047
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A81,B2,A81-B2,46,210,0.219047619047619
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A81,B84,A81-B84,3,210,0.0142857142857142
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A83,B40,A83-B40,123,210,0.5857142857142857
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A90,B26,A90-B26,7,210,0.0333333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,WGS,C9,13,A90,B3,A90-B3,7,210,0.0333333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A143,B117,A143-B117,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A152,B151,A152-B151,6,158,0.0379746835443038
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A153,B6,A153-B6,9,158,0.0569620253164556
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A159,B69,A159-B69,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A16,B117,A16-B117,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A16,B137,A16-B137,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A16,B154,A16-B154,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A16,B3,A16-B3,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A16,B4,A16-B4,4,158,0.0253164556962025
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A186,B13,A186-B13,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A186,B147,A186-B147,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A186,B26,A186-B26,5,158,0.0316455696202531
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A186,B3,A186-B3,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B123,A196-B123,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B136,A196-B136,4,158,0.0253164556962025
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B152,A196-B152,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B171,A196-B171,7,158,0.0443037974683544
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B2,A196-B2,5,158,0.0316455696202531
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B27,A196-B27,8,158,0.050632911392405
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B4,A196-B4,4,158,0.0253164556962025
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B51,A196-B51,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B52,A196-B52,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B75,A196-B75,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B79,A196-B79,8,158,0.050632911392405
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B87,A196-B87,16,158,0.1012658227848101
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A196,B93,A196-B93,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A20,B34,A20-B34,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A20,B71,A20-B71,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A21,B6,A21-B6,8,158,0.050632911392405
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A63,B6,A63-B6,7,158,0.0443037974683544
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A63,B75,A63-B75,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A78,B137,A78-B137,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A78,B159,A78-B159,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A78,B40,A78-B40,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B117,A81-B117,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B132,A81-B132,4,158,0.0253164556962025
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B137,A81-B137,5,158,0.0316455696202531
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B165,A81-B165,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B6,A81-B6,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A81,B91,A81-B91,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A83,B50,A83-B50,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A83,B84,A83-B84,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A90,B117,A90-B117,3,158,0.0189873417721519
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A90,B18,A90-B18,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A96,B12,A96-B12,1,158,0.0063291139240506
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,3,A96,B27,A96-B27,2,158,0.0126582278481012
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A12,B60,A12-B60,2,184,0.0108695652173913
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A143,B117,A143-B117,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A152,B151,A152-B151,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A152,B27,A152-B27,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A153,B6,A153-B6,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A16,B117,A16-B117,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A16,B137,A16-B137,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A16,B65,A16-B65,2,184,0.0108695652173913
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A16,B79,A16-B79,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A176,B59,A176-B59,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A186,B147,A186-B147,2,184,0.0108695652173913
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A186,B26,A186-B26,4,184,0.0217391304347826
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A186,B3,A186-B3,8,184,0.0434782608695652
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B136,A196-B136,5,184,0.0271739130434782
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B15,A196-B15,2,184,0.0108695652173913
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B152,A196-B152,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B171,A196-B171,9,184,0.0489130434782608
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B2,A196-B2,8,184,0.0434782608695652
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B27,A196-B27,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B4,A196-B4,6,184,0.0326086956521739
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B51,A196-B51,16,184,0.0869565217391304
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B52,A196-B52,9,184,0.0489130434782608
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B75,A196-B75,5,184,0.0271739130434782
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B79,A196-B79,12,184,0.0652173913043478
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A196,B87,A196-B87,24,184,0.1304347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A20,B101,A20-B101,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A20,B71,A20-B71,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A21,B6,A21-B6,9,184,0.0489130434782608
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A63,B147,A63-B147,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A63,B6,A63-B6,5,184,0.0271739130434782
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A63,B75,A63-B75,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A78,B137,A78-B137,5,184,0.0271739130434782
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A78,B3,A78-B3,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A78,B40,A78-B40,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A81,B11,A81-B11,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A81,B117,A81-B117,2,184,0.0108695652173913
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A81,B6,A81-B6,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A83,B138,A83-B138,3,184,0.0163043478260869
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A83,B84,A83-B84,6,184,0.0326086956521739
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A90,B6,A90-B6,5,184,0.0271739130434782
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A96,B27,A96-B27,1,184,0.0054347826086956
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,4,A96,B87,A96-B87,4,184,0.0217391304347826
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A15,B117,A15-B117,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A153,B6,A153-B6,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A16,B117,A16-B117,4,212,0.0188679245283018
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A16,B137,A16-B137,9,212,0.0424528301886792
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A16,B154,A16-B154,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A176,B18,A176-B18,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A186,B26,A186-B26,4,212,0.0188679245283018
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A186,B3,A186-B3,6,212,0.0283018867924528
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B123,A196-B123,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B136,A196-B136,8,212,0.0377358490566037
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B15,A196-B15,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B171,A196-B171,11,212,0.0518867924528301
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B2,A196-B2,11,212,0.0518867924528301
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B27,A196-B27,5,212,0.0235849056603773
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B4,A196-B4,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B51,A196-B51,7,212,0.0330188679245283
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B52,A196-B52,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B75,A196-B75,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B79,A196-B79,8,212,0.0377358490566037
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A196,B87,A196-B87,33,212,0.1556603773584905
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A20,B69,A20-B69,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A20,B71,A20-B71,4,212,0.0188679245283018
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A21,B6,A21-B6,8,212,0.0377358490566037
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A63,B122,A63-B122,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A63,B6,A63-B6,10,212,0.0471698113207547
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A78,B137,A78-B137,20,212,0.0943396226415094
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A78,B3,A78-B3,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A78,B40,A78-B40,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A78,B47,A78-B47,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B117,A81-B117,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B132,A81-B132,2,212,0.0094339622641509
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B137,A81-B137,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B174,A81-B174,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B6,A81-B6,15,212,0.070754716981132
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A81,B91,A81-B91,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A83,B137,A83-B137,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A83,B138,A83-B138,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A83,B84,A83-B84,3,212,0.0141509433962264
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A90,B6,A90-B6,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A96,B132,A96-B132,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A96,B27,A96-B27,4,212,0.0188679245283018
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,6,A96,B75,A96-B75,1,212,0.0047169811320754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A153,B6,A153-B6,29,161,0.1801242236024844
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A16,B137,A16-B137,2,161,0.0124223602484472
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A186,B26,A186-B26,2,161,0.0124223602484472
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A186,B3,A186-B3,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B164,A196-B164,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B2,A196-B2,5,161,0.031055900621118
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B51,A196-B51,4,161,0.0248447204968944
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B55,A196-B55,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B79,A196-B79,4,161,0.0248447204968944
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A196,B87,A196-B87,9,161,0.0559006211180124
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A20,B71,A20-B71,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A21,B6,A21-B6,3,161,0.0186335403726708
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A63,B6,A63-B6,15,161,0.093167701863354
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A78,B137,A78-B137,11,161,0.0683229813664596
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A78,B159,A78-B159,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A81,B117,A81-B117,3,161,0.0186335403726708
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A81,B132,A81-B132,1,161,0.0062111801242236
