Sample,assay,Microtiter_plate_well,Transfer,verA,verB,Candidate,Count,depth,freq
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A81,B137,A81-B137,2,161,0.0124223602484472
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A81,B6,A81-B6,48,161,0.2981366459627329
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A83,B134,A83-B134,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A83,B138,A83-B138,4,161,0.0248447204968944
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A83,B6,A83-B6,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A83,B84,A83-B84,4,161,0.0248447204968944
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A90,B18,A90-B18,4,161,0.0248447204968944
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A90,B6,A90-B6,1,161,0.0062111801242236
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,WGS,D9,13,A96,B26,A96-B26,3,161,0.0186335403726708
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A143,B130,A143-B130,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B15,A152-B15,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B151,A152-B151,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B154,A152-B154,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B171,A152-B171,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B32,A152-B32,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A152,B9,A152-B9,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A153,B117,A153-B117,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A153,B6,A153-B6,6,150,0.04
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A16,B101,A16-B101,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A16,B117,A16-B117,11,150,0.0733333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A16,B12,A16-B12,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A16,B51,A16-B51,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A16,B75,A16-B75,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A176,B101,A176-B101,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A176,B103,A176-B103,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A176,B30,A176-B30,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A176,B6,A176-B6,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A186,B137,A186-B137,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B103,A196-B103,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B136,A196-B136,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B150,A196-B150,9,150,0.06
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B165,A196-B165,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B171,A196-B171,9,150,0.06
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B174,A196-B174,5,150,0.0333333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B4,A196-B4,7,150,0.0466666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B70,A196-B70,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B75,A196-B75,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B79,A196-B79,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B85,A196-B85,5,150,0.0333333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B9,A196-B9,6,150,0.04
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A196,B98,A196-B98,5,150,0.0333333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A63,B117,A63-B117,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A63,B2,A63-B2,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A78,B117,A78-B117,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A78,B143,A78-B143,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A78,B155,A78-B155,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A78,B18,A78-B18,4,150,0.0266666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A78,B70,A78-B70,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A81,B117,A81-B117,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A81,B18,A81-B18,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A81,B42,A81-B42,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A81,B70,A81-B70,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A83,B101,A83-B101,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A83,B130,A83-B130,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A83,B18,A83-B18,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A90,B11,A90-B11,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A90,B123,A90-B123,1,150,0.0066666666666666
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A96,B101,A96-B101,2,150,0.0133333333333333
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A96,B75,A96-B75,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,3,A96,B79,A96-B79,3,150,0.02
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A152,B151,A152-B151,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A152,B154,A152-B154,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A152,B171,A152-B171,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A152,B2,A152-B2,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A152,B32,A152-B32,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A153,B101,A153-B101,2,267,0.0074906367041198
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A153,B117,A153-B117,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A153,B165,A153-B165,2,267,0.0074906367041198
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A153,B6,A153-B6,8,267,0.0299625468164794
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A16,B51,A16-B51,7,267,0.0262172284644194
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A176,B101,A176-B101,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A176,B30,A176-B30,4,267,0.0149812734082397
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A176,B6,A176-B6,4,267,0.0149812734082397
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B103,A196-B103,6,267,0.0224719101123595
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B117,A196-B117,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B136,A196-B136,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B147,A196-B147,6,267,0.0224719101123595
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B150,A196-B150,10,267,0.0374531835205992
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B171,A196-B171,5,267,0.0187265917602996
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B174,A196-B174,11,267,0.0411985018726591
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B4,A196-B4,77,267,0.2883895131086142
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B6,A196-B6,15,267,0.0561797752808988
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B65,A196-B65,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B70,A196-B70,2,267,0.0074906367041198
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B75,A196-B75,12,267,0.0449438202247191
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B79,A196-B79,14,267,0.0524344569288389
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B85,A196-B85,8,267,0.0299625468164794
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B9,A196-B9,14,267,0.0524344569288389
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A196,B98,A196-B98,4,267,0.0149812734082397
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A63,B117,A63-B117,5,267,0.0187265917602996
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A63,B18,A63-B18,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A78,B101,A78-B101,2,267,0.0074906367041198
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A78,B117,A78-B117,5,267,0.0187265917602996
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A78,B144,A78-B144,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A78,B70,A78-B70,2,267,0.0074906367041198
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A81,B117,A81-B117,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A81,B18,A81-B18,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A81,B30,A81-B30,5,267,0.0187265917602996
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A81,B87,A81-B87,1,267,0.0037453183520599
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A83,B18,A83-B18,3,267,0.0112359550561797
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A96,B75,A96-B75,5,267,0.0187265917602996
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,4,A96,B79,A96-B79,4,267,0.0149812734082397
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A153,B6,A153-B6,1,173,0.0057803468208092
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B117,A196-B117,2,173,0.0115606936416184
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B4,A196-B4,150,173,0.8670520231213873
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B52,A196-B52,1,173,0.0057803468208092
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B6,A196-B6,7,173,0.0404624277456647
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B70,A196-B70,1,173,0.0057803468208092
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B85,A196-B85,2,173,0.0115606936416184
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A196,B9,A196-B9,2,173,0.0115606936416184
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A63,B26,A63-B26,1,173,0.0057803468208092
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A81,B30,A81-B30,2,173,0.0115606936416184
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A83,B101,A83-B101,3,173,0.0173410404624277
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,6,A96,B6,A96-B6,1,173,0.0057803468208092
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,13,A176,B30,A176-B30,2,244,0.0081967213114754
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,13,A196,B4,A196-B4,240,244,0.9836065573770492
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.4,WGS,E9,13,A81,B12,A81-B12,2,244,0.0081967213114754
B4_M_bcfr,amplicon,B4,3,A132,B117,A132-B117,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A132,B171,A132-B171,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A143,B145,A143-B145,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A143,B77,A143-B77,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A143,B84,A143-B84,375,3894,0.0963020030816641
B4_M_bcfr,amplicon,B4,3,A147,B6,A147-B6,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A15,B84,A15-B84,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A152,B100,A152-B100,9,3894,0.0023112480739599
B4_M_bcfr,amplicon,B4,3,A152,B110,A152-B110,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A152,B149,A152-B149,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A152,B151,A152-B151,23,3894,0.0059065228556753
B4_M_bcfr,amplicon,B4,3,A153,B30,A153-B30,49,3894,0.0125834617360041
B4_M_bcfr,amplicon,B4,3,A153,B6,A153-B6,36,3894,0.0092449922958397
B4_M_bcfr,amplicon,B4,3,A153,B8,A153-B8,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A159,B24,A159-B24,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A159,B49,A159-B49,5,3894,0.0012840267077555
B4_M_bcfr,amplicon,B4,3,A159,B77,A159-B77,9,3894,0.0023112480739599
B4_M_bcfr,amplicon,B4,3,A162,B137,A162-B137,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A176,B120,A176-B120,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A176,B132,A176-B132,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A186,B115,A186-B115,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A186,B143,A186-B143,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A186,B30,A186-B30,5,3894,0.0012840267077555
B4_M_bcfr,amplicon,B4,3,A186,B75,A186-B75,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A186,B79,A186-B79,16,3894,0.0041088854648176
B4_M_bcfr,amplicon,B4,3,A191,B84,A191-B84,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B117,A196-B117,257,3894,0.0659989727786338
B4_M_bcfr,amplicon,B4,3,A196,B120,A196-B120,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B122,A196-B122,10,3894,0.002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B123,A196-B123,4,3894,0.0010272213662044
B4_M_bcfr,amplicon,B4,3,A196,B15,A196-B15,49,3894,0.0125834617360041
B4_M_bcfr,amplicon,B4,3,A196,B150,A196-B150,13,3894,0.0033384694401643
B4_M_bcfr,amplicon,B4,3,A196,B163,A196-B163,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B171,A196-B171,62,3894,0.0159219311761684
B4_M_bcfr,amplicon,B4,3,A196,B19,A196-B19,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B2,A196-B2,38,3894,0.0097586029789419
B4_M_bcfr,amplicon,B4,3,A196,B23,A196-B23,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A196,B27,A196-B27,106,3894,0.027221366204417
B4_M_bcfr,amplicon,B4,3,A196,B30,A196-B30,13,3894,0.0033384694401643
B4_M_bcfr,amplicon,B4,3,A196,B59,A196-B59,120,3894,0.0308166409861325
B4_M_bcfr,amplicon,B4,3,A196,B6,A196-B6,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A196,B75,A196-B75,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A196,B8,A196-B8,12,3894,0.0030816640986132
B4_M_bcfr,amplicon,B4,3,A196,B85,A196-B85,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A196,B86,A196-B86,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A196,B87,A196-B87,276,3894,0.0708782742681047
B4_M_bcfr,amplicon,B4,3,A20,B178,A20-B178,4,3894,0.0010272213662044
B4_M_bcfr,amplicon,B4,3,A20,B30,A20-B30,6,3894,0.0015408320493066
B4_M_bcfr,amplicon,B4,3,A20,B8,A20-B8,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A20,B84,A20-B84,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A23,B151,A23-B151,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A23,B87,A23-B87,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A25,B30,A25-B30,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A4,B171,A4-B171,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A60,B151,A60-B151,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A63,B147,A63-B147,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A63,B151,A63-B151,14,3894,0.0035952747817154
B4_M_bcfr,amplicon,B4,3,A63,B23,A63-B23,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A63,B75,A63-B75,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A68,B27,A68-B27,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A74,B23,A74-B23,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B103,A78-B103,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B137,A78-B137,230,3894,0.0590652285567539
B4_M_bcfr,amplicon,B4,3,A78,B142,A78-B142,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B150,A78-B150,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A78,B151,A78-B151,151,3894,0.0387776065742167
B4_M_bcfr,amplicon,B4,3,A78,B171,A78-B171,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A78,B23,A78-B23,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B26,A78-B26,7,3894,0.0017976373908577
B4_M_bcfr,amplicon,B4,3,A78,B70,A78-B70,10,3894,0.002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B77,A78-B77,475,3894,0.1219825372367745
B4_M_bcfr,amplicon,B4,3,A78,B84,A78-B84,61,3894,0.0156651258346173
B4_M_bcfr,amplicon,B4,3,A78,B9,A78-B9,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B93,A78-B93,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A78,B97,A78-B97,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B12,A81-B12,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A81,B132,A81-B132,78,3894,0.0200308166409861
B4_M_bcfr,amplicon,B4,3,A81,B137,A81-B137,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B140,A81-B140,14,3894,0.0035952747817154
B4_M_bcfr,amplicon,B4,3,A81,B15,A81-B15,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B171,A81-B171,6,3894,0.0015408320493066
B4_M_bcfr,amplicon,B4,3,A81,B18,A81-B18,31,3894,0.0079609655880842
B4_M_bcfr,amplicon,B4,3,A81,B27,A81-B27,33,3894,0.0084745762711864
B4_M_bcfr,amplicon,B4,3,A81,B3,A81-B3,5,3894,0.0012840267077555
B4_M_bcfr,amplicon,B4,3,A81,B4,A81-B4,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A81,B40,A81-B40,10,3894,0.002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B42,A81-B42,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A81,B5,A81-B5,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B51,A81-B51,6,3894,0.0015408320493066
B4_M_bcfr,amplicon,B4,3,A81,B65,A81-B65,5,3894,0.0012840267077555
B4_M_bcfr,amplicon,B4,3,A81,B75,A81-B75,17,3894,0.0043656908063687
B4_M_bcfr,amplicon,B4,3,A81,B77,A81-B77,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A81,B8,A81-B8,1010,3894,0.2593733949666153
B4_M_bcfr,amplicon,B4,3,A81,B84,A81-B84,18,3894,0.0046224961479198
B4_M_bcfr,amplicon,B4,3,A83,B50,A83-B50,10,3894,0.002568053415511
B4_M_bcfr,amplicon,B4,3,A89,B119,A89-B119,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A90,B119,A90-B119,9,3894,0.0023112480739599
B4_M_bcfr,amplicon,B4,3,A90,B120,A90-B120,28,3894,0.0071905495634309
B4_M_bcfr,amplicon,B4,3,A90,B145,A90-B145,20,3894,0.005136106831022
B4_M_bcfr,amplicon,B4,3,A90,B151,A90-B151,31,3894,0.0079609655880842
B4_M_bcfr,amplicon,B4,3,A90,B154,A90-B154,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A90,B155,A90-B155,19,3894,0.0048793014894709
B4_M_bcfr,amplicon,B4,3,A90,B159,A90-B159,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A90,B18,A90-B18,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A90,B47,A90-B47,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A90,B59,A90-B59,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A90,B84,A90-B84,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,3,A96,B140,A96-B140,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A96,B75,A96-B75,3,3894,0.0007704160246533
B4_M_bcfr,amplicon,B4,3,A96,B79,A96-B79,4,3894,0.0010272213662044
B4_M_bcfr,amplicon,B4,3,A96,B87,A96-B87,2,3894,0.0005136106831022
B4_M_bcfr,amplicon,B4,3,A98,B77,A98-B77,1,3894,0.0002568053415511
B4_M_bcfr,amplicon,B4,4,A1,B87,A1-B87,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A135,B84,A135-B84,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A143,B148,A143-B148,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A143,B84,A143-B84,845,4139,0.2041555931384392
