Sample,DNA_construct,Replicate,Microtiter_plate_well,Transfer,verA,verB,Candidate,Count,depth,freq
B4_p_fbcr,pyruvate,fbcr,B4,3,A63,B79,A63-B79,12,4576,0.0026223776223776225
B4_p_fbcr,pyruvate,fbcr,B4,3,A63,B91,A63-B91,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A65,B26,A65-B26,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B103,A78-B103,15,4576,0.003277972027972028
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B130,A78-B130,3,4576,0.0006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B137,A78-B137,152,4576,0.033216783216783216
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B140,A78-B140,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B142,A78-B142,5,4576,0.0010926573426573427
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B150,A78-B150,6,4576,0.0013111888111888112
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B151,A78-B151,225,4576,0.049169580419580416
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B171,A78-B171,64,4576,0.013986013986013986
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B26,A78-B26,25,4576,0.005463286713286713
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B70,A78-B70,27,4576,0.00590034965034965
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B77,A78-B77,141,4576,0.030812937062937064
B4_p_fbcr,pyruvate,fbcr,B4,3,A78,B84,A78-B84,140,4576,0.030594405594405596
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B12,A81-B12,30,4576,0.006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B132,A81-B132,189,4576,0.04130244755244755
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B140,A81-B140,34,4576,0.00743006993006993
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B145,A81-B145,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B15,A81-B15,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B171,A81-B171,60,4576,0.013111888111888112
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B18,A81-B18,74,4576,0.016171328671328672
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B27,A81-B27,133,4576,0.029064685314685316
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B3,A81-B3,27,4576,0.00590034965034965
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B30,A81-B30,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B4,A81-B4,4,4576,0.0008741258741258741
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B40,A81-B40,30,4576,0.006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B42,A81-B42,25,4576,0.005463286713286713
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B51,A81-B51,50,4576,0.010926573426573426
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B65,A81-B65,30,4576,0.006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B75,A81-B75,110,4576,0.02403846153846154
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B8,A81-B8,300,4576,0.06555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A81,B84,A81-B84,61,4576,0.01333041958041958
B4_p_fbcr,pyruvate,fbcr,B4,3,A83,B137,A83-B137,3,4576,0.0006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A83,B50,A83-B50,16,4576,0.0034965034965034965
B4_p_fbcr,pyruvate,fbcr,B4,3,A85,B41,A85-B41,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A86,B107,A86-B107,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A87,B53,A87-B53,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B119,A90-B119,25,4576,0.005463286713286713
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B120,A90-B120,63,4576,0.013767482517482518
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B145,A90-B145,97,4576,0.021197552447552448
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B151,A90-B151,54,4576,0.0118006993006993
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B154,A90-B154,17,4576,0.003715034965034965
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B155,A90-B155,70,4576,0.015297202797202798
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B159,A90-B159,29,4576,0.006337412587412587
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B165,A90-B165,3,4576,0.0006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B174,A90-B174,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B18,A90-B18,4,4576,0.0008741258741258741
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B47,A90-B47,11,4576,0.002403846153846154
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B59,A90-B59,35,4576,0.007648601398601399
B4_p_fbcr,pyruvate,fbcr,B4,3,A90,B84,A90-B84,2,4576,0.00043706293706293706
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B127,A96-B127,2,4576,0.00043706293706293706
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B140,A96-B140,5,4576,0.0010926573426573427
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B177,A96-B177,1,4576,0.00021853146853146853
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B47,A96-B47,3,4576,0.0006555944055944056
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B75,A96-B75,8,4576,0.0017482517482517483
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B79,A96-B79,19,4576,0.004152097902097902
B4_p_fbcr,pyruvate,fbcr,B4,3,A96,B87,A96-B87,14,4576,0.0030594405594405595
B4_p_fbcr,pyruvate,fbcr,B4,4,A126,B137,A126-B137,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A132,B59,A132-B59,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A132,B84,A132-B84,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A132,B87,A132-B87,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A133,B84,A133-B84,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A140,B70,A140-B70,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A143,B84,A143-B84,271,4743,0.057136833227914824
B4_p_fbcr,pyruvate,fbcr,B4,4,A152,B100,A152-B100,16,4743,0.003373392367699768
B4_p_fbcr,pyruvate,fbcr,B4,4,A152,B110,A152-B110,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A152,B151,A152-B151,17,4743,0.0035842293906810036
B4_p_fbcr,pyruvate,fbcr,B4,4,A152,B163,A152-B163,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A153,B105,A153-B105,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A153,B30,A153-B30,78,4743,0.01644528779253637
B4_p_fbcr,pyruvate,fbcr,B4,4,A153,B6,A153-B6,74,4743,0.015601939700611427
B4_p_fbcr,pyruvate,fbcr,B4,4,A153,B75,A153-B75,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A156,B30,A156-B30,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A159,B24,A159-B24,3,4743,0.0006325110689437065
B4_p_fbcr,pyruvate,fbcr,B4,4,A159,B49,A159-B49,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A159,B77,A159-B77,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A176,B101,A176-B101,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A176,B120,A176-B120,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A176,B132,A176-B132,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A176,B138,A176-B138,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A186,B143,A186-B143,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A186,B30,A186-B30,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A186,B79,A186-B79,41,4743,0.008644317942230655
B4_p_fbcr,pyruvate,fbcr,B4,4,A189,B174,A189-B174,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A193,B27,A193-B27,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A195,B2,A195-B2,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B117,A196-B117,405,4743,0.08538899430740038
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B118,A196-B118,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B122,A196-B122,14,4743,0.0029517183217372973
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B123,A196-B123,31,4743,0.006535947712418301
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B146,A196-B146,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B15,A196-B15,73,4743,0.015391102677630192
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B150,A196-B150,55,4743,0.011596036263967952
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B151,A196-B151,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B171,A196-B171,116,4743,0.02445709466582332
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B2,A196-B2,102,4743,0.021505376344086023
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B23,A196-B23,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B27,A196-B27,162,4743,0.03415559772296015
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B30,A196-B30,42,4743,0.008855154965211892
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B59,A196-B59,318,4743,0.06704617330803289
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B6,A196-B6,8,4743,0.001686696183849884
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B75,A196-B75,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B8,A196-B8,18,4743,0.003795066413662239
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B86,A196-B86,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B87,A196-B87,518,4743,0.10921357790427999
B4_p_fbcr,pyruvate,fbcr,B4,4,A196,B91,A196-B91,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B11,A20-B11,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B117,A20-B117,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B126,A20-B126,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B178,A20-B178,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B30,A20-B30,10,4743,0.002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B60,A20-B60,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A20,B84,A20-B84,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A27,B47,A27-B47,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A4,B171,A4-B171,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A4,B59,A4-B59,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A4,B87,A4-B87,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A44,B79,A44-B79,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A63,B119,A63-B119,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A63,B147,A63-B147,7,4743,0.0014758591608686486
B4_p_fbcr,pyruvate,fbcr,B4,4,A63,B151,A63-B151,36,4743,0.007590132827324478
B4_p_fbcr,pyruvate,fbcr,B4,4,A63,B75,A63-B75,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A63,B79,A63-B79,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B102,A78-B102,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B103,A78-B103,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B130,A78-B130,3,4743,0.0006325110689437065
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B137,A78-B137,206,4743,0.04343242673413451
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B142,A78-B142,4,4743,0.000843348091924942
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B150,A78-B150,5,4743,0.0010541851149061775
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B151,A78-B151,146,4743,0.030782205355260384
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B159,A78-B159,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B171,A78-B171,7,4743,0.0014758591608686486
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B26,A78-B26,16,4743,0.003373392367699768
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B39,A78-B39,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B57,A78-B57,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B70,A78-B70,11,4743,0.0023192072527935905
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B77,A78-B77,323,4743,0.06810035842293907
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B84,A78-B84,125,4743,0.026354627872654437
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B89,A78-B89,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A78,B97,A78-B97,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B12,A81-B12,13,4743,0.0027408812987560617
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B132,A81-B132,84,4743,0.017710309930423784
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B140,A81-B140,18,4743,0.003795066413662239
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B15,A81-B15,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B171,A81-B171,14,4743,0.0029517183217372973
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B18,A81-B18,21,4743,0.004427577482605946
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B27,A81-B27,53,4743,0.011174362218005482
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B3,A81-B3,9,4743,0.0018975332068311196
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B4,A81-B4,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B40,A81-B40,23,4743,0.004849251528568416
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B42,A81-B42,6,4743,0.001265022137887413
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B47,A81-B47,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B51,A81-B51,20,4743,0.00421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B57,A81-B57,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B65,A81-B65,8,4743,0.001686696183849884
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B75,A81-B75,53,4743,0.011174362218005482
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B8,A81-B8,809,4743,0.1705671515918195
B4_p_fbcr,pyruvate,fbcr,B4,4,A81,B84,A81-B84,62,4743,0.013071895424836602
B4_p_fbcr,pyruvate,fbcr,B4,4,A83,B137,A83-B137,3,4743,0.0006325110689437065
B4_p_fbcr,pyruvate,fbcr,B4,4,A83,B50,A83-B50,16,4743,0.003373392367699768
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B119,A90-B119,7,4743,0.0014758591608686486
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B120,A90-B120,36,4743,0.007590132827324478
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B145,A90-B145,26,4743,0.005481762597512123
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B151,A90-B151,24,4743,0.005060088551549652
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B154,A90-B154,8,4743,0.001686696183849884
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B155,A90-B155,22,4743,0.004638414505587181
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B159,A90-B159,9,4743,0.0018975332068311196
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B18,A90-B18,3,4743,0.0006325110689437065
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B47,A90-B47,5,4743,0.0010541851149061775
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B59,A90-B59,10,4743,0.002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A90,B84,A90-B84,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A93,B27,A93-B27,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A93,B8,A93-B8,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A96,B140,A96-B140,7,4743,0.0014758591608686486
B4_p_fbcr,pyruvate,fbcr,B4,4,A96,B145,A96-B145,1,4743,0.0002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,4,A96,B75,A96-B75,2,4743,0.000421674045962471
B4_p_fbcr,pyruvate,fbcr,B4,4,A96,B79,A96-B79,16,4743,0.003373392367699768
B4_p_fbcr,pyruvate,fbcr,B4,4,A96,B87,A96-B87,10,4743,0.002108370229812355
B4_p_fbcr,pyruvate,fbcr,B4,13,A138,B79,A138-B79,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A143,B84,A143-B84,149,4533,0.0328700639752923
B4_p_fbcr,pyruvate,fbcr,B4,13,A145,B8,A145-B8,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A152,B100,A152-B100,8,4533,0.0017648356496801235
B4_p_fbcr,pyruvate,fbcr,B4,13,A153,B30,A153-B30,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A153,B6,A153-B6,2,4533,0.00044120891242003087
B4_p_fbcr,pyruvate,fbcr,B4,13,A169,B73,A169-B73,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A186,B79,A186-B79,244,4533,0.05382748731524377
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B117,A196-B117,11,4533,0.0024266490183101697
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B123,A196-B123,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B171,A196-B171,2,4533,0.00044120891242003087
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B27,A196-B27,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B59,A196-B59,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A196,B87,A196-B87,8,4533,0.0017648356496801235
B4_p_fbcr,pyruvate,fbcr,B4,13,A65,B8,A65-B8,2,4533,0.00044120891242003087
B4_p_fbcr,pyruvate,fbcr,B4,13,A66,B151,A66-B151,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A77,B8,A77-B8,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A78,B137,A78-B137,3,4533,0.0006618133686300463
B4_p_fbcr,pyruvate,fbcr,B4,13,A78,B151,A78-B151,25,4533,0.005515111405250386
B4_p_fbcr,pyruvate,fbcr,B4,13,A78,B77,A78-B77,86,4533,0.018971983234061327
B4_p_fbcr,pyruvate,fbcr,B4,13,A78,B87,A78-B87,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B132,A81-B132,23,4533,0.0050739024928303554
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B140,A81-B140,2,4533,0.00044120891242003087
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B171,A81-B171,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B3,A81-B3,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B5,A81-B5,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B6,A81-B6,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B7,A81-B7,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A81,B8,A81-B8,3948,4533,0.870946393117141
B4_p_fbcr,pyruvate,fbcr,B4,13,A89,B121,A89-B121,1,4533,0.00022060445621001543
B4_p_fbcr,pyruvate,fbcr,B4,13,A90,B120,A90-B120,2,4533,0.00044120891242003087
B4_p_fbcr,pyruvate,fbcr,B4,13,A93,B8,A93-B8,2,4533,0.00044120891242003087
B4_p_fr,pyruvate,fr,B4,3,A113,B153,A113-B153,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A143,B84,A143-B84,20,382,0.05235602094240838
B4_p_fr,pyruvate,fr,B4,3,A152,B110,A152-B110,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A152,B151,A152-B151,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A153,B30,A153-B30,13,382,0.034031413612565446
B4_p_fr,pyruvate,fr,B4,3,A153,B6,A153-B6,7,382,0.01832460732984293
B4_p_fr,pyruvate,fr,B4,3,A153,B75,A153-B75,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A176,B132,A176-B132,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A186,B143,A186-B143,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A186,B30,A186-B30,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A186,B79,A186-B79,11,382,0.028795811518324606
B4_p_fr,pyruvate,fr,B4,3,A194,B8,A194-B8,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A196,B117,A196-B117,3,382,0.007853403141361256
B4_p_fr,pyruvate,fr,B4,3,A196,B123,A196-B123,3,382,0.007853403141361256
B4_p_fr,pyruvate,fr,B4,3,A196,B15,A196-B15,11,382,0.028795811518324606
B4_p_fr,pyruvate,fr,B4,3,A196,B150,A196-B150,7,382,0.01832460732984293
B4_p_fr,pyruvate,fr,B4,3,A196,B171,A196-B171,13,382,0.034031413612565446
B4_p_fr,pyruvate,fr,B4,3,A196,B2,A196-B2,10,382,0.02617801047120419
B4_p_fr,pyruvate,fr,B4,3,A196,B27,A196-B27,14,382,0.03664921465968586
B4_p_fr,pyruvate,fr,B4,3,A196,B30,A196-B30,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A196,B59,A196-B59,15,382,0.03926701570680628
B4_p_fr,pyruvate,fr,B4,3,A196,B8,A196-B8,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A196,B87,A196-B87,43,382,0.112565445026178
B4_p_fr,pyruvate,fr,B4,3,A20,B11,A20-B11,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A20,B126,A20-B126,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A20,B178,A20-B178,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A20,B30,A20-B30,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A20,B8,A20-B8,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A20,B84,A20-B84,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A63,B147,A63-B147,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A63,B151,A63-B151,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A63,B75,A63-B75,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A63,B79,A63-B79,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A78,B137,A78-B137,6,382,0.015706806282722512
B4_p_fr,pyruvate,fr,B4,3,A78,B150,A78-B150,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A78,B151,A78-B151,15,382,0.03926701570680628
B4_p_fr,pyruvate,fr,B4,3,A78,B171,A78-B171,6,382,0.015706806282722512
B4_p_fr,pyruvate,fr,B4,3,A78,B26,A78-B26,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A78,B70,A78-B70,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A78,B77,A78-B77,12,382,0.031413612565445025
B4_p_fr,pyruvate,fr,B4,3,A78,B84,A78-B84,9,382,0.02356020942408377
B4_p_fr,pyruvate,fr,B4,3,A81,B132,A81-B132,18,382,0.04712041884816754
B4_p_fr,pyruvate,fr,B4,3,A81,B140,A81-B140,7,382,0.01832460732984293
B4_p_fr,pyruvate,fr,B4,3,A81,B15,A81-B15,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A81,B171,A81-B171,8,382,0.020942408376963352
B4_p_fr,pyruvate,fr,B4,3,A81,B18,A81-B18,9,382,0.02356020942408377
B4_p_fr,pyruvate,fr,B4,3,A81,B27,A81-B27,14,382,0.03664921465968586
B4_p_fr,pyruvate,fr,B4,3,A81,B4,A81-B4,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A81,B42,A81-B42,3,382,0.007853403141361256
B4_p_fr,pyruvate,fr,B4,3,A81,B51,A81-B51,4,382,0.010471204188481676
B4_p_fr,pyruvate,fr,B4,3,A81,B65,A81-B65,2,382,0.005235602094240838
B4_p_fr,pyruvate,fr,B4,3,A81,B75,A81-B75,7,382,0.01832460732984293
B4_p_fr,pyruvate,fr,B4,3,A81,B8,A81-B8,23,382,0.060209424083769635
B4_p_fr,pyruvate,fr,B4,3,A81,B84,A81-B84,4,382,0.010471204188481676
B4_p_fr,pyruvate,fr,B4,3,A83,B50,A83-B50,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A90,B119,A90-B119,3,382,0.007853403141361256
B4_p_fr,pyruvate,fr,B4,3,A90,B120,A90-B120,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A90,B122,A90-B122,1,382,0.002617801047120419
B4_p_fr,pyruvate,fr,B4,3,A90,B145,A90-B145,5,382,0.013089005235602094
B4_p_fr,pyruvate,fr,B4,3,A90,B151,A90-B151,5,382,0.013089005235602094
